Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
What is the most common sector among companies with a franchise code of 1?,Which sector value appears most frequently in the dataset for companies whose FranchiseCode is equal to 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
franchise_code_1_companies = dataset[dataset['FranchiseCode'] == 1]
sector_counts = franchise_code_1_companies['Sector'].value_counts()
most_frequent_sector = sector_counts.idxmax()

return most_frequent_sector
",string,Retail trade,Retail trade
What is the state of the company with the highest disbursement gross?,Which state has a company with the maximum disbursement gross value?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_disbursement = dataset['DisbursementGross'].max()
company_with_max_disbursement = dataset[dataset['DisbursementGross'] == max_disbursement]
state = company_with_max_disbursement['State'].iloc[0]

return state
",category,ME,ME
What is the bank for the company with the highest default amount?,Which bank issued the loan with the largest default amount?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_default_loan = dataset.loc[dataset[""default_amount""] == dataset[""default_amount""].max()]
bank_name = max_default_loan[""Bank""].iloc[0]

return bank_name
",category,COMMUNITY BANK & TRUST,COMMUNITY BANK & TRUST
What is the sector of the company with the most number of employees?,Which value appears most frequently in the Sector column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
sector_counts = dataset['Sector'].value_counts()
most_frequent_sector = sector_counts.idxmax()

return most_frequent_sector
",category,Retail trade,Health care and social assistance
What are the top 3 sectors among companies with a franchise code of 1?,Identify the three most frequent sector values among companies whose FranchiseCode is equal to 1.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
sector_values = dataset[dataset['FranchiseCode'] == 1]['Sector'].value_counts().nlargest(3).index.tolist()

return sector_values
",list of (category),"['Retail trade', 'Other services (except public administration)', 'Manufacturing']","['Retail trade', 'Other services (except public administration)', 'Manufacturing']"
What are the 5 most common banks among companies with an approval year earlier than 2000?,Identify the top 5 most frequent values in the Bank column for rows where ApprovalFY is less than 2000.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
filtered_data = dataset[dataset[""ApprovalFY""] < 2000]
top_5_banks = filtered_data['Bank'].value_counts().nlargest(5).index.tolist()

return top_5_banks
",category,"['WELLS FARGO BANK NATL ASSOC', 'BANK OF AMERICA NATL ASSOC', 'U.S. BANK NATIONAL ASSOCIATION', 'JPMORGAN CHASE BANK NATL ASSOC', 'PNC BANK, NATIONAL ASSOCIATION']","['WELLS FARGO BANK NATL ASSOC', 'BANK OF AMERICA NATL ASSOC', 'U.S. BANK NATIONAL ASSOCIATION', 'JPMORGAN CHASE BANK NATL ASSOC', 'PNC BANK, NATIONAL ASSOCIATION']"
"What are the top 4 states among companies with a disbursement gross greater than $1,000,000?",Return a list containing the names of the top 4 states based on the number of companies with a DisbursementGross value exceeding one million.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
companies_over_million = dataset[dataset[""DisbursementGross""] > 1000000]
state_counts = companies_over_million['State'].value_counts().nlargest(4).index.tolist()

return state_counts
",list of (category),"['CA', 'TX', 'FL', 'AZ']","['CA', 'TX', 'FL', 'AZ']"
"What are the top 2 sectors among companies with a default amount greater than $500,000?",Identify the two most frequent values in the Sector column for companies where the default_amount is strictly greater than 500000.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
filtered_data = dataset[dataset['default_amount'] > 500000]
sector_counts = filtered_data['Sector'].value_counts()
most_frequent_sectors = sector_counts.head(2).index.tolist()

return most_frequent_sectors
",list of (category),"['Retail trade', 'Accommodation and food services']","['Retail trade', 'Accommodation and food services']"
What are the top 5 approval years for companies in the retail sector?,"Retrieve the 5 highest values from the ApprovalFY column, considering only companies whose Sector is retail.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
retail_companies = dataset[dataset[""Sector""] == ""retail""]
top_5_approval_fy = retail_companies['ApprovalFY'].nlargest(5).tolist()

return top_5_approval_fy
",list of (uint16),[],"[2005, 2004, 2006, 2007, 2003]"
What are the 3 highest disbursement gross for companies with a franchise code of 1?,Retrieve the top 3 values from the DisbursementGross column for records where FranchiseCode is equal to 1.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
filtered_data = db[db['FranchiseCode'] == 1]
top_3_disbursement = filtered_data['DisbursementGross'].nlargest(3).tolist()

return top_3_disbursement
",list of (uint32),"[5294366, 4656672, 4000048]","[50000.0, 100000.0, 10000.0]"
What are the top 4 approval years for companies in the state of CA?,Return the 4 highest values for ApprovalFY where State is CA.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
ca_loans = db[db[""State""] == ""CA""].sort_values(""ApprovalFY"", ascending=False)
top_4_approval_fy = ca_loans[""ApprovalFY""].head(4).tolist()

return top_4_approval_fy
",list of (uint16),"[2010, 2010, 2010, 2010]","[2007, 2004, 2006, 2003]"
What are the 6 highest default amounts among companies in the state of NY?,,,,ERROR,"[0.0, 50000.0, 25000.0, 100000.0, 35000.0, 10000.0]"
Is it true that the oldest movie (based on year) in the drama genre is from the USA?,Find the movie with the maximum year value that belongs to the drama genre. Is the country of this movie USA?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
drama_movies = dataset[dataset[""genre""] == ""Drama""].sort_values(""year"", ascending=False)
top_movie = drama_movies.iloc[0]

if top_movie[""country""] == ""USA"":
return True
else:
return False
",bool,False,False
"Are all movies from the USA, with more than 80 minutes duration in the drama genre, in English?","For movies originating from the USA, with a duration exceeding 80 minutes and classified as drama, is the language attribute English?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
usa_movies = dataset[(dataset['country'] == 'USA') & (dataset['duration'] > 80) & (dataset['genre'] == 'Drama')]
is_english = usa_movies['language'].eq('English').any()

return is_english
",bool,True,False
Are all movies with votes greater than 90 from the USA in English?,,,,ERROR,True
Is the average duration of English language movies from the USA longer than those from non-USA countries?,Calculate the average duration of movies where the country is USA and calculate the average duration of movies where the country is not USA. Is the first average greater than the second?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
usa_movies = dataset[dataset[""country""] == ""USA""]
non_usa_movies = dataset[dataset[""country""] != ""USA""]

avg_duration_usa = usa_movies[""duration""].mean() if len(usa_movies) > 0 else 0
avg_duration_non_usa = non_usa_movies[""duration""].mean() if len(non_usa_movies) > 0 else 0

is_first_greater = avg_duration_usa > avg_duration_non_usa

return is_first_greater
",bool,False,False
"How many movies from the USA, in the drama genre, have a metascore of 100?","What is the count of movies originating from the USA and categorized as drama, possessing a metascore equal to 100?","def answer_question(db, datasetTableSchema, question, expectedAnswerType):
usa_drama_metascore_100 = db[(db['country'] == 'USA') & (db['genre'] == 'Drama') & (db['metascore'] == 100)]
count = len(usa_drama_metascore_100)

return count
",int64,1,6
"What is the average duration for movies in the drama genre, from the USA, in English?","Calculate the mean of the duration column, considering only movies where the genre is drama, country is USA and language is English.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
filtered_movies = dataset[(dataset['genre'] == 'Drama') & (dataset['country'] == 'USA') & (dataset['language'] == 'English')]
mean_duration = filtered_movies['duration'].mean()

return mean_duration
",float64,94.53737900000000,96.07927000000000
What is the latest year for English language movies from the USA in the dataset?,Find the maximum value in the year column for movies where the country is USA and language is English.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
usa_english_movies = db[(db['country'] == 'USA') & (db['language'] == 'English')]
max_year = usa_english_movies['year'].max()

return max_year
",float64,2020.0,2020.0
How many unique languages are there in the dataset for movies from the USA?,,,,ERROR,650
What is the most common genre among English language movies from the USA with a metascore of 100?,"Identify the genre that appears most frequently in movies originating from the USA, are in English, and possess a metascore of exactly 100.","def answer_question(db, datasetTableSchema, question, expectedAnswerType):
usa_movies = db[(db['country'] == 'USA') & (db['language'] == 'English') & (db['metascore'] == 100)]
genre_counts = usa_movies['genre'].value_counts()
most_frequent_genre = genre_counts.index[0]

return most_frequent_genre
",string,"Mystery, Thriller","Adventure, Family, Fantasy"
What is the country of the English language movie with the longest duration?,Identify the country associated with the movie that has the maximum duration and is primarily in English.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
english_movies = db[db['language'] == 'English']
max_duration = english_movies['duration'].max()
movie_with_max_duration = english_movies[english_movies['duration'] == max_duration]
country = movie_with_max_duration['country'].iloc[0]

return country
",string,UK,Argentina
What is the language of the movie from the USA with the highest metascore?,Identify the language of the movie originating from the USA that has the maximum metascore value.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
usa_movies = db[db[""country""] == ""USA""].sort_values(by=""metascore"", ascending=False)
language = usa_movies[""language""].iloc[0]

return language
",string,English,English
What is the genre of the English language movie from the USA with the most votes?,Which genre corresponds to the movie that has the highest number of votes and was produced in the USA?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
usa_movies = dataset[dataset[""country""] == ""USA""]
max_votes_movie = usa_movies.loc[usa_movies[""votes""] == usa_movies[""votes""].max()]
genre = max_votes_movie[""genre""].iloc[0]

return genre
",string,Drama,Drama
What are the top 3 genres among English language movies from the USA with a metascore of 100?,Retrieve the three most frequent genres for movies originating from the USA that have a metascore equal to 100.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
usa_movies = db[(db['country'] == 'USA') & (db['metascore'] == 100)]
genres = usa_movies['genre'].str.split(',')
all_genres = []
for genre_list in genres:
for genre in genre_list:
all_genres.append(genre.strip())

genre_counts = {}
for genre in all_genres:
if genre in genre_counts:
genre_counts[genre] += 1
else:
genre_counts[genre] = 1

sorted_genres = sorted(genre_counts.items(), key=lambda item: item[1], reverse=True)
top_3_genres = [genre for genre, count in sorted_genres[:3]]

return top_3_genres
",list of (string),"['Drama', 'Mystery', 'Romance']","['Adventure, Family, Fantasy', 'Drama, Mystery', 'Drama, Romance, War']"
What are the 5 most common countries among English language movies with a year earlier than 2000?,"Identify the top 5 countries that appear most frequently in movies released before the year 2000, where the movie's language is English.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
movies_before_2000 = dataset[dataset[""year""] < 2000]
english_movies = movies_before_2000[movies_before_2000[""language""] == ""English""]
country_counts = english_movies[""country""].value_counts()
top_5_countries = country_counts.head(5).index.tolist()

return top_5_countries
",list of (string),"['USA', 'UK', 'Canada', 'UK, USA', 'Australia']","['USA', 'UK', 'Canada', 'UK, USA', 'Australia']"
What are the top 4 languages among movies from the USA with a duration greater than 180 minutes?,Retrieve the four most frequent languages spoken in movies originating from the USA that have a duration exceeding 180 minutes.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
usa_movies = db[(db['country'] == 'USA') & (db['duration'] > 180)]
languages = usa_movies['language'].value_counts().nlargest(4).index.tolist()

return languages
",list of (string),"['English', 'English, Spanish', 'English, French', 'English, Mandarin']","['English', 'English, Spanish', 'English, Russian', 'English, Hungarian']"
What are the top 2 genres among English language movies from the USA with a metascore greater than 90?,"Identify the two most frequent genres for movies originating from the USA and released in English, that also have a metascore exceeding 90.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
usa_english_movies = dataset[(dataset['country'] == 'USA') & (dataset['language'] == 'English') & (dataset['metascore'] > 90)]
genre_counts = usa_english_movies['genre'].value_counts()
top_two_genres = genre_counts.head(2).index.tolist()

return top_two_genres
",list of (string),"['Drama', 'Comedy, Drama']","['Drama', 'Crime, Drama']"
What are the top 5 years for English language movies from the USA in the drama genre?,"Can you provide a sorted list containing the years, limited to the top 5, for movies that are both English language and originate from the USA, specifically within the drama genre?","def answer_question(db, datasetTableSchema, question, expectedAnswerType):
filtered_movies = db[((db['language'] == 'English') & (db['country'] == 'USA') & (db['genre'] == 'Drama'))]
years = sorted(list(filtered_movies['year'].astype(str).unique()))[:5]

return years
",list of (string),"['1914.0', '1915.0', '1916.0', '1917.0', '1918.0']","[2017.0, 2016.0, 2015.0, 2013.0, 2018.0]"
What are the 3 longest durations for English language movies from the USA with a metascore of 100?,"Retrieve the three highest values for duration among movies originating from the USA, spoken in English, and possessing a metascore equal to 100.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
filtered_movies = dataset[
(dataset['country'] == 'USA') & 
(dataset['language'] == 'English') & 
(dataset['metascore'] == 100)
]

sorted_movies = filtered_movies.sort_values('duration', ascending=False)

top_three_durations = sorted_movies['duration'].head(3).tolist()

return top_three_durations
",list of (uint16),"[128, 112, 102]","[102, 119, 112]"
What are the four years with more English language movies from the USA?,"Return a sorted list containing the four highest values for the year column, considering only movies where the country is USA and the language is English.","def answer_question(db, datasetTableSchema, question, expectedAnswerType):
usa_english_movies = db[(db['country'] == 'USA') & (db['language'] == 'English')]
sorted_years = sorted(usa_english_movies['year'].tolist(), reverse=True)
top_four_years = sorted_years[:4]

return top_four_years
",list of (float64),"[2020.0, 2020.0, 2020.0, 2020.0]","[2017.0, 2016.0, 2018.0, 2013.0]"
Can you show the 6 highest metascores among English language movies from the USA?,What are the 6 largest values in the metascore column for movies where the country is USA and language is English?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
filtered_movies = dataset[(dataset['country'] == 'USA') & (dataset['language'] == 'English')]
largest_metascores = filtered_movies['metascore'].nlargest(6).tolist()

return largest_metascores
",list of (float64),"[100.0, 100.0, 100.0, 100.0, 99.0, 99.0]","[49.0, 55.0, 57.0, 48.0, 54.0, 52.0]"
Is it true that the song with the lowest popularity in the dataset is longer than 300000 ms?,Does the song with the minimum popularity value have a duration greater than 300000 milliseconds?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
min_popularity_song = dataset.loc[dataset[""popularity""] == dataset[""popularity""].min()]
duration = min_popularity_song[""duration_ms""].iloc[0]

if duration > 300000:
return True
else:
return False
",bool,False,True
Did any song released in the year 2020 in the dataset achieve the maximum popularity?,Is there any song with a release year of 2020 that has the highest popularity score in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
songs_2020 = dataset[dataset[""release_year""] == 2020]
if songs_2020.empty:
return False
max_popularity = dataset[""popularity""].max()
highest_popularity_songs = dataset[dataset[""popularity""] == max_popularity]
is_song_from_2020 = not highest_popularity_songs.empty and any(row[""release_year""] == 2020 for index, row in highest_popularity_songs.iterrows())

return is_song_from_2020
",bool,True,False
Does the song with the longest duration also have the highest energy?,Is the song with the maximum duration_ms also having the highest energy value?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_duration_song = dataset.loc[dataset[""duration_ms""] == dataset[""duration_ms""].max()]
highest_energy_song = dataset.loc[dataset[""energy""] == dataset[""energy""].max()]

return max_duration_song['id'].isin(highest_energy_song['id']).bool()
",bool,False,False
Does the song with the highest energy also have the highest popularity?,,,,ERROR,False
How many unique artists are there in the dataset?,What is the count of distinct values present in the name column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
distinct_names = db['name'].nunique()

return distinct_names
",int64,20444,13056
What's the average song duration in the dataset?,,,,ERROR,228998.0798100000
What's the maximum popularity score in the dataset?,,,,ERROR,94
How many songs were released in the year with the most releases?,What is the maximum number of songs released in any single year?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_songs_released = dataset[""release_year""].value_counts().max()

return max_songs_released
",int64,489,489
Who is the artist with the highest popularity score?,What is the name of the artist with the maximum popularity score?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_popularity_artist = dataset.loc[dataset[""popularity""] == dataset[""popularity""].max(), ""name""].iloc[0]

return max_popularity_artist
",string,Heartbreak Anniversary,['Giveon']
In which month was the most popular song released?,What is the value of release_month corresponding to the song with the highest popularity?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
most_popular_song = dataset.loc[dataset[""popularity""] == dataset[""popularity""].max()]
release_month_value = most_popular_song[""release_month""].iloc[0]

return str(release_month_value)
",string,3.0,3.0
What's the name of the longest song?,Could you provide the name of the song with the maximum duration in milliseconds?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_duration_song = dataset.loc[dataset[""duration_ms""] == dataset[""duration_ms""].max(), ""name""].iloc[0]

return max_duration_song
",string,Monster Tunes Yearmix 2011 - Mixed by Mark Eteson,Monster Tunes Yearmix 2011 - Mixed by Mark Eteson
What's the name of the song with the most energy?,Can you return the name of the song that has the highest energy value?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
max_energy_song = db.loc[db[""energy""] == db[""energy""].max()]
song_name = max_energy_song[""name""].iloc[0]

return song_name
",string,Marathon (Mix Cut) - Simon O'Shine Mix,Marathon (Mix Cut) - Simon O'Shine Mix
What are the the 2 shortest songs in the dataset?,Could you return the names of the two songs with the smallest duration_ms values?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
sorted_songs = dataset.sort_values(by='duration_ms')
two_shortest_songs = sorted_songs['name'].head(2).tolist()

return two_shortest_songs
",list of (string),"['Rhapsody on a Theme of Paganini, Op. 43: Introduction - Allegro vivace', 'Intro']","['Rhapsody on a Theme of Paganini, Op. 43: Introduction - Allegro vivace', 'Intro']"
What are the names of the top 3 most popular songs?,Can you provide a list containing the names of the three songs with the highest popularity values?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_three_songs = dataset.nlargest(3, 'popularity')['name'].tolist()

return top_three_songs
",list of string,"['Heartbreak Anniversary', 'Good Days', 'Paradise (feat. Dermot Kennedy)']","[Heartbreak Anniversary, Good Days, Paradise (feat. Dermot Kennedy)]"
What are the top 3 artists who released songs with the longest durations?,Identify the names of the three artists whose songs have the maximum duration_ms values in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_duration = dataset['duration_ms'].max()
songs_with_max_duration = dataset[dataset['duration_ms'] == max_duration]
artists_list = songs_with_max_duration['artists'].tolist()

return artists_list[:3]
",list of (string),"[array(['Mark Eteson'], dtype=object)]","['Mark Eteson', 'Various Artists', 'Serge Reggiani']"
What are the names of the top 2 songs with the most energy?,Can you provide a list containing the names of the two songs that have the highest energy values in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
highest_energy_songs = db.nlargest(2, 'energy')
names = highest_energy_songs['name'].tolist()

return names
",list of string,"[""Marathon (Mix Cut) - Simon O'Shine Mix"", 'Applause; Martha Tilton Returns to Stage - Live']","[Marathon (Mix Cut) - Simon O'Shine Mix, Applause; Martha Tilton Returns to Stage - Live]"
What are the top 5 most popular scores?,Retrieve the 5 highest values from the popularity column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
highest_popularity = dataset['popularity'].nlargest(5).tolist()

return highest_popularity
",list of (uint8),"[94, 93, 92, 88, 87]","[0, 35, 23, 1, 26]"
What are the 3 longest song durations?,Retrieve the three highest values from the duration_ms column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
top_three_durations = dataset['duration_ms'].nlargest(3).tolist()

return top_three_durations
",list of (float64),"[4792587.0, 4658245.0, 4585640.0]","[4792587.0, 4658245.0, 4585640.0]"
What are the 4 latest release years in the dataset?,Retrieve the four most recent values from the release_year column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
recent_years = dataset['release_year'].tail(4).tolist()

return recent_years
",list of (uint16),"[1994, 2001, 1985, 1994]","[2021, 2021, 2021, 2021]"
What are the top 3 energy scores in the dataset?,Retrieve the three highest values from the energy column in the dataset.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
top_three_energies = db.nlargest(3, 'energy')['energy'].tolist()

return top_three_energies
",list of (float64),"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]"
Is it true that the athlete with the lowest ID is older than 30 years?,Find the athlete with the minimum ID and check if their age is less than or equal to 30.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
min_id_athlete = dataset.loc[dataset[""ID""] == dataset[""ID""].min()]
age = min_id_athlete[""Age""].iloc[0]

return age <= 30
",bool,True,True
Did any athlete from the team with the most participants win two gold medals?,"Is there an athlete affiliated with the team that has the highest count of athletes, who also secured exactly two gold medals?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
team_counts = dataset['Team'].value_counts()
max_team = team_counts.idxmax()

athletes_in_max_team = dataset[dataset['Team'] == max_team]
gold_medal_count = athletes_in_max_team[athletes_in_max_team['Medal'] == 'Gold'].shape[0]

if gold_medal_count == 2:
return True
else:
return False
",bool,False,False
Does the athlete with the highest weight also participate in the sport with the most athletes?,Is there an athlete with the maximum weight who also participates in a sport that has the highest number of athletes?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
max_weight_athlete = db.loc[db[""Weight""] == db[""Weight""].max()]
sport_counts = db['Sport'].value_counts()
most_popular_sport = sport_counts.idxmax()

sports_of_max_weight_athletes = max_weight_athlete['Sport'].unique()

return most_popular_sport in sports_of_max_weight_athletes
",bool,False,False
Does the athlete with the highest height also have a medal?,,,,ERROR,False
How many unique teams are there in the dataset?,What is the number of distinct values present in the Team column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
distinct_teams = db[""Team""].nunique()

return distinct_teams
",int64,1184,230
What's the average age of athletes in the dataset?,Calculate the mean of the Age column in the dataset.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
mean_age = dataset[""Age""].mean()

return mean_age
",float64,25.556898000000000,25.556898000000000
What's the maximum weight of athletes in the dataset?,What is the largest value present in the Weight column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
largest_weight = db[""Weight""].max()

return largest_weight
",float64,214.0,214.0
How many athletes participated in the year with the most participants?,What is the maximum number of athletes participating in any single year?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
athletes_per_year = db.groupby('Year')['ID'].count()
max_athletes = athletes_per_year.max()

return max_athletes
",int64,16413,2536
Who is the athlete with the highest weight?,Can you provide the name of the athlete who has the maximum weight value?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
max_weight_athlete = db.loc[db[""Weight""] == db[""Weight""].max(), ""Name""]
return max_weight_athlete.iloc[0]
",string,"Ricardo Blas, Jr.",Ricardo Blas Jr.
In which city did the athlete with the highest height participate?,What is the city value corresponding to the athlete with the maximum height?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_height_athlete = dataset.loc[dataset[""Height""] == dataset[""Height""].max()]
city_value = max_height_athlete[""City""].iloc[0]

return city_value
",string,Sydney,London
What's the name of the athlete who participated in the most number of games?,Can you return the Name of the athlete with the highest count in the Games column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
games_counts = db['Games'].value_counts()
most_frequent_game = games_counts.idxmax()
athlete_names = db[db['Games'] == most_frequent_game]['Name'].unique().tolist()

if len(athlete_names) > 0:
return athlete_names[0]
else:
return None
",string,Jyri Tapani Aalto,Robert Tait McKenzie
What's the sport of the athlete with the most medals?,Which sport does the athlete with the highest number of medals participate in?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
medal_counts = db.groupby('Sport')['Medal'].count().reset_index()
max_medals_sport = medal_counts.loc[medal_counts['Medal'].max() == medal_counts['Medal'], 'Sport'].iloc[0]

return max_medals_sport
",string,Athletics,Art Competitions
What are the top 5 most common team names in the dataset?,Retrieve the 5 most frequent values present in the Team column.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
team_counts = db['Team'].value_counts()
most_frequent_teams = team_counts.head(5).index.tolist()

return most_frequent_teams
",list of string,"['United States', 'France', 'Great Britain', 'Italy', 'Germany']","[United States, France, Great Britain, Italy, Germany]"
What are the names of the top 3 athletes with the highest weights?,Retrieve the names of the three athletes with the largest weight values from the dataset.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
athletes_sorted_by_weight = db.sort_values(by='Weight', ascending=False)
top_three_athletes = athletes_sorted_by_weight.head(3)['Name'].tolist()

return top_three_athletes
",list of string,"['Ricardo Blas, Jr.', 'Ricardo Blas, Jr.', 'Aytami Ruano Vega']","[Ricardo Blas Jr., Shinichi Shinohara, Emmanuel Yarborough]"
What are the 4 most common cities of participation?,Return a list containing the top 4 most frequent values in the City column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
city_counts = dataset['City'].value_counts()
top_4_cities = city_counts.head(4).index.tolist()

return top_4_cities
",list of string,"['London', 'Athina', 'Sydney', 'Atlanta']","[London, Athina, Sydney, Atlanta]"
What are the names of the top 2 athletes who participated in the most number of games?,Can you return a list containing the names of the two athletes with the highest number of games participated in?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
athletes_sorted = db.sort_values(by='Games', ascending=False)
top_two_athletes = athletes_sorted.head(2)['Name'].tolist()

return top_two_athletes
",list of string,"['Carl Galle', 'John Mary Pius Boland']","[Robert Tait McKenzie, Heikki Ilmari Savolainen]"
What are the top five most common ages of athletes?,Retrieve the five most frequent values present in the Age column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
age_counts = dataset['Age'].value_counts()
most_frequent_ages = age_counts.nlargest(5).index.tolist()

return most_frequent_ages
",list of (float64),"[23.0, 24.0, 22.0, 25.0, 21.0]","[23.0, 24.0, 22.0, 25.0, 21.0]"
What are the three highest weights of athletes?,Retrieve the top three largest values from the Weight column in the dataset.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
top_three_weights = db['Weight'].nlargest(3).tolist()

return top_three_weights
",list of (float64),"[214.0, 214.0, 198.0]","[214.0, 198.0, 190.0]"
What are the 4 most common years of participation?,Return a list containing the four most frequent values present in the Year column.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
year_counts = db['Year'].value_counts()
most_frequent_years = year_counts.nlargest(4).index.tolist()

return most_frequent_years
",list of (uint16),"[1992, 1988, 2000, 1996]","[1992, 1988, 2000, 1996]"
What are the three most common heights of athletes?,Return a list containing the three most frequent values present in the Height column.,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
height_counts = db['Height'].value_counts()
top_three_heights = height_counts.head(3).index.tolist()

return top_three_heights
",list of (float64),"[180.0, 170.0, 178.0]","[180.0, 170.0, 178.0]"
Does the dataset contain customers who are under the age of 18?,Are there any customers in the dataset whose customer_age is less than 18?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
customers_under_18 = dataset[dataset[""customer_age""] < 18]
result = len(customers_under_18) > 0

return result
",bool,False,False
Are there any customers with a total transaction amount of zero?,Is there any customer whose total transaction amount is equal to zero?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
is_zero_transaction = (db[""total_trans_amt""] == 0).any()

return is_zero_transaction
",bool,False,False
"Does the dataset include customers with a credit limit exceeding $50,000?",Are there any customers in the dataset whose credit limit is greater than 50000.0?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
credit_limit_greater_than_50000 = db[db[""credit_limit""] > 50000.0]
if len(credit_limit_greater_than_50000) > 0:
return True
else:
return False
",bool,False,False
Are there any customers in the dataset who are inactive for more than 12 months?,Is there any customer whose months_inactive_12_mon value is greater than 12?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
inactive_customers = db[db[""months_inactive_12_mon""] > 12]
if len(inactive_customers) > 0:
return True
else:
return False
",bool,False,False
What is the highest credit limit in the dataset?,What is the maximum value present in the credit_limit column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
answer = db[""credit_limit""].max()
return answer
",float64,34516.0,34516.0
What is the maximum total transaction amount recorded?,What is the largest value in the total_trans_amt column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
largest_total_trans_amt = dataset[""total_trans_amt""].max()

return largest_total_trans_amt
",float64,18484,18484
What is the largest total revolving balance in the dataset?,What is the maximum value found in the total revolving bal column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
answer = db[""total_revolving_bal""].max()
return answer
",float64,2517,2517
What is the highest customer age in the dataset?,What is the maximum value of the customer_age column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
max_age = db[""customer_age""].max()

return max_age
",float64,73,73
