Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
"Are all movies from the USA, with more than 80 minutes duration in the drama genre, in English?",Is it true that every drama movie from the USA and with a duration greater than 80 minutes is in English?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset for drama movies from the USA with duration > 80 minutes
    filtered_movies = dataset[(dataset['genre'] == 'Drama') & 
                             (dataset['country'] == 'USA') & 
                             (dataset['duration'] > 80)]
    
    # Check if all these movies are in English
    is_all_in_english = filtered_movies['language'].apply(lambda x: 'English' in x.split(',')).all()
    
    return is_all_in_english
",bool,FALSE,FALSE
Are all movies with votes greater than 90 from the USA in English?,Is it true that all movies with more than 90 votes and produced in the USA are available in English?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset to include only movies with more than 90 votes and produced in the USA
    filtered_movies = db[(db['votes'] > 90) & (db['country'] == 'USA')]
    
    # Check if all of these filtered movies have their language set to English
    is_all_in_english = filtered_movies['language'].eq('English').all()
    
    return is_all_in_english
",bool,FALSE,TRUE
Is the average duration of English language movies from the USA longer than those from non-USA countries?,Is the mean duration of English language films produced in the USA greater than that of films produced in other countries?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    english_usa_films = dataset[(dataset['language'] == 'English') & (dataset['country'] == 'USA')]
    other_country_films = dataset[(dataset['language'] == 'English') & (dataset['country'] != 'USA')]
    
    mean_duration_usa = english_usa_films['duration'].mean()
    mean_duration_other_countries = other_country_films['duration'].mean()
    
    return mean_duration_usa > mean_duration_other_countries
",bool,FALSE,FALSE
"How many movies from the USA, in the drama genre, have a metascore of 100?",,,,ERROR,6
"What is the average duration for movies in the drama genre, from the USA, in English?",What is the average duration of movies categorized as drama that are produced in the USA and have their language set to English?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset for movies categorized as drama, produced in the USA, and with language set to English
    filtered_movies = db[(db['genre'] == 'Drama') & (db['country'] == 'USA') & (db['language'] == 'English')]
    
    # Calculate the average duration of these filtered movies
    average_duration = filtered_movies['duration'].mean()
    
    return average_duration
",float64,94.53737907,96.07926963
What is the latest year for English language movies from the USA in the dataset?,,,,ERROR,2020
How many unique languages are there in the dataset for movies from the USA?,How many distinct languages are represented in the movie dataset that are produced in the USA?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter movies produced in the USA
    usa_movies = dataset[dataset['country'] == 'USA']
    
    # Get distinct languages used in these movies
    distinct_languages = usa_movies['language'].unique()
    
    # Return the number of distinct languages as an integer
    return len(distinct_languages)
",int64,651,650
What is the most common genre among English language movies from the USA with a metascore of 100?,Which is the most frequent genre for English movies produced in the USA that have a metascore of 100?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset to include only English movies produced in the USA with a metascore of 100
    filtered_data = dataset[(dataset['language'] == 'English') & 
                            (dataset['country'] == 'USA') & 
                            (dataset['metascore'] == 100)]
    
    # Find the most frequent genre in the filtered data
    if not filtered_data.empty:
        most_frequent_genre = filtered_data['genre'].mode().iloc[0]
    else:
        most_frequent_genre = None
    
    return most_frequent_genre
",category,"Adventure, Family, Fantasy","Adventure, Family, Fantasy"
What is the country of the English language movie with the longest duration?,,,,ERROR,Argentina
What is the language of the movie from the USA with the highest metascore?,,,,ERROR,English
What is the genre of the English language movie from the USA with the most votes?,Which genre does the movie with the highest number of votes have that is both an English language film from the USA?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter for movies that are in English and from the USA
    filtered_movies = dataset[(dataset['language'] == 'English') & (dataset['country'] == 'USA')]
    
    # Get the movie with the highest number of votes
    max_votes_movie = filtered_movies.loc[filtered_movies['votes'].idxmax()]
    
    # Return the genre of that movie
    return max_votes_movie['genre']
",category,Drama,Drama
What are the top 3 genres among English language movies from the USA with a metascore of 100?,Which are the three most common genres for English language movies produced in the USA that have a perfect metascore of 100?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset for English language, USA production, and perfect metascore
    filtered_data = dataset[(dataset['language'] == 'English') & 
                            (dataset['country'] == 'USA') & 
                            (dataset['metascore'] == 100)]
    
    # Group by genre and count the occurrences
    genre_counts = filtered_data['genre'].str.split(',').explode().value_counts()
    
    # Get the top three genres
    top_genres = genre_counts.head(3).index.tolist()
    
    return top_genres

",list of (string),"['Mystery', ' Thriller', 'Adventure']","['Adventure, Family, Fantasy', 'Drama, Mystery', 'Drama, Romance, War']"
What are the 5 most common countries among English language movies with a year earlier than 2000?,Which are the top 5 countries with the highest number of English language movies released before the year 2000?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset for movies released before the year 2000 in English language
    filtered_movies = dataset[(dataset['year'] < 2000) & (dataset['language'] == 'English')]
    
    # Group by country and count the number of movies from each country
    country_movie_counts = filtered_movies.groupby('country').size().reset_index(name='counts')
    
    # Sort the countries based on the number of movies in descending order
    sorted_countries = country_movie_counts.sort_values(by='counts', ascending=False)
    
    # Select top 5 countries
    top_5_countries = sorted_countries.head(5)['country'].tolist()
    
    return top_5_countries
",list of string,"['USA', 'UK', 'Canada', 'UK, USA', 'Australia']","['USA', 'UK', 'Canada', 'UK, USA', 'Australia']"
What are the top 4 languages among movies from the USA with a duration greater than 180 minutes?,Which are the top 4 languages used in movies produced in the USA that have a duration exceeding 180 minutes?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter datasets for movies produced in the USA with duration > 180 minutes
    filtered_movies = dataset[(dataset['country'] == 'USA') & (dataset['duration'] > 180)]
    
    # Extract unique languages from these filtered movies
    unique_languages = filtered_movies['language'].str.split(',').explode().dropna().unique()
    
    # Sort the languages by frequency of appearance and select top 4
    top_languages = pd.value_counts(filtered_movies['language'].str.split(',').explode()).head(4).index.tolist()
    
    return top_languages
",list of string,"['English', ' German', ' Russian', ' French']","['English', 'English, Spanish', 'English, Russian', 'English, Hungarian']"
What are the top 2 genres among English language movies from the USA with a metascore greater than 90?,,,,ERROR,"['Drama', 'Crime, Drama']"
What are the top 5 years for English language movies from the USA in the drama genre?,Which are the five years with the highest number of drama genre movies from the USA that are in English?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset for drama genre, USA country, and English language
    filtered_data = dataset[(dataset['genre'] == 'Drama') & 
                            (dataset['country'] == 'USA') & 
                            (dataset['language'] == 'English')]
    
    # Group by year and count the number of movies in each year
    yearly_counts = filtered_data.groupby('year').size().reset_index(name='counts')
    
    # Sort the yearly counts in descending order and select top 5 years
    top_years = yearly_counts.nlargest(5, 'counts')['year'].tolist()
    
    return top_years
",list of int64,"[2018.0, 2013.0, 2012.0, 2017.0, 2010.0]","[2017.0, 2016.0, 2015.0, 2013.0, 2018.0]"
What are the 3 longest durations for English language movies from the USA with a metascore of 100?,,,,ERROR,"[102, 119, 112]"
What are the four years with more English language movies from the USA?,In which years did the USA produce at least four English language movies?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataset for English language movies produced in the USA
    usa_english_movies = dataset[(dataset['country'] == 'USA') & (dataset['language'] == 'English')]
    
    # Extract the unique years when these movies were produced
    unique_years = usa_english_movies['year'].dropna().unique()
    
    # Filter those years which have at least four distinct entries
    filtered_years = list(usa_english_movies['year'].value_counts()[lambda x: x >= 4].index)
    
    return filtered_years
",list of int64,"[2017.0, 2016.0, 2018.0, 2015.0, 2013.0, 2014.0, 2012.0, 2011.0, 2019.0, 2009.0, 2010.0, 2006.0, 2007.0, 2008.0, 2005.0, 1999.0, 1998.0, 1997.0, 2001.0, 2002.0, 2000.0, 1996.0, 2004.0, 1995.0, 2003.0, 1988.0, 1987.0, 1989.0, 1994.0, 1991.0, 1993.0, 1990.0, 1941.0, 2020.0, 1992.0, 1940.0, 1942.0, 1939.0, 1952.0, 1951.0, 1986.0, 1953.0, 1936.0, 1934.0, 1938.0, 1937.0, 1956.0, 1935.0, 1950.0, 1949.0, 1944.0, 1948.0, 1955.0, 1957.0, 1947.0, 1984.0, 1946.0, 1933.0, 1932.0, 1945.0, 1958.0, 1985.0, 1943.0, 1973.0, 1954.0, 1982.0, 1971.0, 1970.0, 1959.0, 1976.0, 1980.0, 1931.0, 1974.0, 1972.0, 1979.0, 1983.0, 1977.0, 1969.0, 1978.0, 1968.0, 1981.0, 1967.0, 1930.0, 1964.0, 1975.0, 1965.0, 1961.0, 1962.0, 1960.0, 1966.0, 1929.0, 1963.0, 1926.0, 1927.0, 1928.0, 1925.0, 1919.0, 1924.0, 1916.0, 1923.0, 1920.0, 1921.0, 1922.0, 1918.0, 1914.0, 1915.0, 1917.0]","[2017.0, 2016.0, 2018.0, 2013.0]"
Can you show the 6 highest metascores among English language movies from the USA?,Which are the six movies with the highest metascores that are English language films produced in the USA?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter for English language films produced in the USA
    usa_english_movies = dataset[(dataset['language'] == 'English') & (dataset['country'] == 'USA')]
    
    # Sort by metascore in descending order and select top 6
    top_six_metascore_movies = usa_english_movies.sort_values(by='metascore', ascending=False).head(6)
    
    # Extract the 'title' column values as a list of strings
    result = top_six_metascore_movies['title'].tolist()
    
    return result
",list of float64,"['La finestra sul cortile', 'Piombo rovente', 'La donna che visse due volte', 'Il mago di Oz', 'Intolerance', 'Moonlight']","[49.0, 55.0, 57.0, 48.0, 54.0, 52.0]"
Is it true that the song with the lowest popularity in the dataset is longer than 300000 ms?,Is there a song in the dataset that has both the lowest popularity and a duration greater than 300000 milliseconds?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Filter songs with duration greater than 300000 milliseconds
    filtered_songs = db[db['duration_ms'] > 300000]
    
    # Check if there is a song in the filtered set that has the lowest popularity
    answer = filtered_songs['popularity'].eq(filtered_songs['popularity'].min()).any()
    
    return answer
",bool,TRUE,TRUE
Did any song released in the year 2020 in the dataset achieve the maximum popularity?,Were there any songs released in 2020 that achieved the highest popularity score?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter songs released in 2020
    songs_2020 = dataset[dataset['release_year'] == 2020]
    
    # Check if any of these songs achieved the highest popularity score
    max_popularity_score = songs_2020['popularity'].max()
    has_max_popularity = songs_2020['popularity'].eq(max_popularity_score).any()
    
    return has_max_popularity
",bool,TRUE,FALSE
Does the song with the longest duration also have the highest energy?,Is the song having the maximum duration_ms also characterized by the highest energy level?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_duration_song = dataset.loc[dataset[""duration_ms""] == dataset[""duration_ms""].max()]
    is_max_energy = max_duration_song[""energy""].equals(max_duration_song[""energy""].max())

    return is_max_energy
",bool,FALSE,FALSE
Does the song with the highest energy also have the highest popularity?,,,,ERROR,FALSE
How many unique artists are there in the dataset?,What is the total count of distinct artists present in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    unique_artists = dataset['artists'].str.split(',').explode().unique()
    total_count_distinct_artists = len(unique_artists)
    
    return total_count_distinct_artists
",int64,1,13056
What's the average song duration in the dataset?,What is the mean duration of songs in milliseconds?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_duration = dataset['duration_ms'].mean()
    
    return mean_duration
",float64,228986.6932,228998.0798
What's the maximum popularity score in the dataset?,What is the highest popularity score present in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    max_popularity = db[""popularity""].max()
    return max_popularity
",uint8,94,94
How many songs were released in the year with the most releases?,,,,ERROR,489
Who is the artist with the highest popularity score?,Which artist has the highest popularity score?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Extracting relevant columns from the database
    artists = db[['name', 'popularity']]
    
    # Finding the artist with the highest popularity score
    max_popularity_artist = artists.loc[artists['popularity'] == artists['popularity'].max()]
    
    # Return the name of the artist with the highest popularity score
    return max_popularity_artist['name'].iloc[0]
",string,Heartbreak Anniversary,['Giveon']
In which month was the most popular song released?,During which month was the song with the highest popularity released?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_popularity_song = dataset.loc[dataset[""popularity""] == dataset[""popularity""].max()]
    release_month = max_popularity_song[""release_month""].iloc[0]
    
    return str(int(release_month))
",string,3,3
What's the name of the longest song?,Which is the song with the maximum duration in milliseconds?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    song_with_max_duration = db.loc[db[""duration_ms""] == db[""duration_ms""].max()]
    song_name = song_with_max_duration[""name""].values[0]
    
    return song_name
",string,Monster Tunes Yearmix 2011 - Mixed by Mark Eteson,Monster Tunes Yearmix 2011 - Mixed by Mark Eteson
What's the name of the song with the most energy?,,,,ERROR,Marathon (Mix Cut) - Simon O'Shine Mix
What are the the 2 shortest songs in the dataset?,Which are the two songs with the shortest duration in milliseconds?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Sort the dataset by duration_ms in ascending order to find the shortest durations
    sorted_songs = dataset.sort_values(by='duration_ms')
    
    # Get the top two songs with the shortest duration
    top_two_shortest_songs = sorted_songs.head(2)
    
    # Extract their ids
    song_ids = list(top_two_shortest_songs['id'])
    
    return song_ids
",list of int64,"[24446, 6974]","['Rhapsody on a Theme of Paganini, Op. 43: Introduction - Allegro vivace', 'Intro']"
What are the names of the top 3 most popular songs?,,,,ERROR,"[Heartbreak Anniversary, Good Days, Paradise (feat. Dermot Kennedy)]"
What are the top 3 artists who released songs with the longest durations?,,,,ERROR,"['Mark Eteson', 'Various Artists', 'Serge Reggiani']"
What are the names of the top 2 songs with the most energy?,Which are the names of the two songs with the highest energy values?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_two_energy_songs = dataset.nlargest(2, 'energy')
    song_names = top_two_energy_songs['name'].tolist()
    
    return song_names
",list of strings,"[""Marathon (Mix Cut) - Simon O'Shine Mix"", 'Applause; Martha Tilton Returns to Stage - Live']","[Marathon (Mix Cut) - Simon O'Shine Mix, Applause; Martha Tilton Returns to Stage - Live]"
What are the top 5 most popular scores?,,,,ERROR,"[0, 35, 23, 1, 26]"
What are the 3 longest song durations?,What are the durations of the top three longest songs?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Sort the dataset by duration_ms in descending order to get the longest songs first
    sorted_songs = dataset.sort_values(by='duration_ms', ascending=False)
    
    # Extract the top three durations
    top_three_durations = sorted_songs['duration_ms'].head(3).tolist()
    
    return top_three_durations
",list of float64,"[4792587.0, 4658245.0, 4585640.0]","[4792587.0, 4658245.0, 4585640.0]"
What are the 4 latest release years in the dataset?,Which are the most recent four years of release in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    unique_years = dataset['release_year'].unique()
    sorted_unique_years = sorted(unique_years, reverse=True)
    most_recent_four_years = sorted_unique_years[:4]
    
    return most_recent_four_years
",list of int64,"[np.uint16(2021), np.uint16(2020), np.uint16(2019), np.uint16(2018)]","[2021, 2021, 2021, 2021]"
What are the top 3 energy scores in the dataset?,Which are the three songs with the highest energy scores in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_three_energy_songs = dataset.nlargest(3, 'energy')['name'].tolist()
    return top_three_energy_songs
",list of float64,"[""Marathon (Mix Cut) - Simon O'Shine Mix"", 'Applause; Martha Tilton Returns to Stage - Live', 'Oct Launcher 8']","[1.0, 1.0, 1.0]"
Is it true that the athlete with the lowest ID is older than 30 years?,Does the athlete having the smallest ID number exceed 30 years in age?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    min_id_athlete = dataset.loc[dataset[""ID""] == dataset[""ID""].min()]
    is_age_exceeding_30 = min_id_athlete[""Age""].iloc[0] > 30

    return is_age_exceeding_30
",bool,FALSE,TRUE
Did any athlete from the team with the most participants win two gold medals?,Were there any athletes on the team that had the maximum number of participants and who won two gold medals?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Find the team with the maximum number of participants
    max_participants_team = dataset.groupby('Team')['ID'].count().idxmax()
    
    # Filter athletes from that team who won two gold medals
    relevant_athletes = dataset[(dataset['Team'] == max_participants_team) & (dataset['Medal'] == 'Gold')].groupby('Name').filter(lambda x: len(x) >= 2)
    
    # Check if there are any such athletes
    has_two_gold_medals = not relevant_athletes.empty
    
    return has_two_gold_medals
",bool,TRUE,FALSE
Does the athlete with the highest weight also participate in the sport with the most athletes?,Is the athlete having the maximum weight also involved in the sport that has the highest number of athletes?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Find the sport with the highest number of athletes
    max_athletes_sport = dataset['Sport'].value_counts().idxmax()
    
    # Find the athlete with the maximum weight
    max_weight_athlete = dataset.loc[dataset['Weight'].idxmax()]
    
    # Check if the athlete with the maximum weight is involved in the sport with the highest number of athletes
    is_involved = (max_weight_athlete['Sport'] == max_athletes_sport)
    
    return is_involved

",bool,FALSE,FALSE
Does the athlete with the highest height also have a medal?,Is there an athlete who holds the highest height and has also won a medal?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Find the maximum height in the dataset
    max_height = dataset['Height'].max()
    
    # Filter the dataset to only include rows where Height is equal to the maximum height
    tallest_athletes = dataset[dataset['Height'] == max_height]
    
    # Check if any of these tallest athletes have won a medal
    has_medal = tallest_athletes['Medal'].notna().any()
    
    return has_medal
",bool,FALSE,FALSE
How many unique teams are there in the dataset?,What is the total number of distinct teams present in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    num_distinct_teams = dataset['Team'].nunique()
    
    return num_distinct_teams
",int64,1184,230
What's the average age of athletes in the dataset?,What is the mean age of the athletes in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    answer = db[""Age""].mean()
    return answer
",float64,25.55689836,25.55689836
What's the maximum weight of athletes in the dataset?,What is the highest weight recorded among the athletes in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_weight = dataset[""Weight""].max()
    return max_weight
",float64,214,214
How many athletes participated in the year with the most participants?,In which year had the highest number of athletes participate and how many were there?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Extract 'Year' and 'ID' columns from the DataFrame
    df = db[['Year', 'ID']]
    
    # Group by 'Year' and count the number of 'ID's for each year
    year_counts = df.groupby('Year').ID.count()
    
    # Find the year with the maximum participation
    max_participation_year = year_counts.idxmax()
    max_participants = year_counts.max()
    
    return max_participants
",int64,16413,2536
Who is the athlete with the highest weight?,Which athlete has the highest weight?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_weight_athlete = dataset.loc[dataset[""Weight""].idxmax()][""Name""]
    return max_weight_athlete
",string,"Ricardo Blas, Jr.",Ricardo Blas Jr.
In which city did the athlete with the highest height participate?,Which city hosted the athlete with the greatest height?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_height_individual = dataset.loc[dataset[""Height""] == dataset[""Height""].max()]
    hosting_city = max_height_individual[""City""].iloc[0]
    
    return hosting_city
",string,Sydney,London
What's the name of the athlete who participated in the most number of games?,Which athlete participated in the highest number of games?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Find unique athletes and the count of their participation in different games
    athlete_game_count = dataset.groupby('Name')['Games'].count()
    
    # Get the name of the athlete who participated in the highest number of games
    max_participation_athlete = athlete_game_count.idxmax()
    
    return max_participation_athlete
",string,Robert Tait McKenzie,Robert Tait McKenzie
What's the sport of the athlete with the most medals?,Which sport does the athlete with the highest number of medals belong to?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Filter the dataframe to get the row with the maximum medal count
    max_medal_athlete = db.loc[db['Medal'] == 'Gold'].sort_values(by='Medal', ascending=False).head(1)
    
    # Return the sport of the athlete with the highest number of medals
    sport_of_max_medal = max_medal_athlete['Sport'].iloc[0]

    return sport_of_max_medal
",category,Tug-Of-War,Art Competitions
What are the top 5 most common team names in the dataset?,Which are the five most frequent team names appearing in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract the 'Team' column from the dataset
    teams = dataset['Team']
    
    # Get the value counts of the 'Team' column to find frequency
    team_counts = teams.value_counts().head(5)
    
    # Convert the index (team names) and values (counts) to a list of strings
    most_frequent_teams = list(team_counts.index.astype(str))
    
    return most_frequent_teams
",list of string,"['United States', 'France', 'Great Britain', 'Italy', 'Germany']","[United States, France, Great Britain, Italy, Germany]"
What are the names of the top 3 athletes with the highest weights?,Which are the names of the top 3 athletes with the highest weights?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Extracting the relevant columns from the DataFrame
    athletes = db[['Name', 'Weight']]
    
    # Sorting the athletes by weight in descending order and selecting the top 3
    top_athletes = athletes.sort_values(by='Weight', ascending=False).head(3)
    
    # Extracting just the names of these top 3 athletes
    top_names = top_athletes['Name'].tolist()
    
    return top_names
",list of string,"['Ricardo Blas, Jr.', 'Ricardo Blas, Jr.', 'Aytami Ruano Vega']","[Ricardo Blas Jr., Shinichi Shinohara, Emmanuel Yarborough]"
What are the 4 most common cities of participation?,Which are the top 4 most frequent cities where participants took part in the event?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract the 'City' column from the dataset
    city_column = dataset['City']
    
    # Get the value counts of the cities and sort them in descending order
    city_value_counts = city_column.value_counts().head(4)
    
    # Convert the index (cities) to a list
    top_cities = list(city_value_counts.index)
    
    return top_cities
",list of string,"['London', 'Athina', 'Sydney', 'Atlanta']","[London, Athina, Sydney, Atlanta]"
What are the names of the top 2 athletes who participated in the most number of games?,Which are the names of the two athletes who participated in the highest number of games?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Group by Name and count the unique Games
    name_game_counts = dataset.groupby('Name')['Games'].nunique().reset_index()
    
    # Sort by the count of games in descending order
    name_game_counts_sorted = name_game_counts.sort_values(by='Games', ascending=False)
    
    # Get the top two names with the highest number of unique games
    top_two_names = name_game_counts_sorted['Name'].head(2).tolist()
    
    return top_two_names
",list of string,"['Ian Millar', 'Hubert Raudaschl']","[Robert Tait McKenzie, Heikki Ilmari Savolainen]"
What are the top five most common ages of athletes?,,,,ERROR,"[23.0, 24.0, 22.0, 25.0, 21.0]"
What are the three highest weights of athletes?,What are the weights of the top three heaviest athletes?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Extracting the relevant columns from the DataFrame
    athletes = db[['Weight', 'Name']]
    
    # Sorting the athletes by weight in descending order and selecting the top three
    top_three_heaviest = athletes.sort_values(by='Weight', ascending=False).head(3)
    
    # Extracting the weights of these top three heaviest athletes
    weights_of_top_three = list(top_three_heaviest['Weight'])
    
    return weights_of_top_three
",list of float64,"[214.0, 214.0, 198.0]","[214.0, 198.0, 190.0]"
What are the 4 most common years of participation?,Which are the four most frequent years in which participants took part?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Extract the 'Year' column from the DataFrame
    years = db['Year']
    
    # Get the value counts of the 'Year' column
    year_counts = years.value_counts()
    
    # Sort the value counts in descending order and get the top 4 years
    most_frequent_years = year_counts.index[:4].tolist()
    
    return most_frequent_years
",list of int64,"[1992, 1988, 2000, 1996]","[1992, 1988, 2000, 1996]"
What are the three most common heights of athletes?,Which are the three most frequent height values recorded for athletes?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Find the three most frequent height values
    top_three_heights = dataset['Height'].value_counts().head(3).index.tolist()
    
    return top_three_heights
",list of float64,"[180.0, 170.0, 178.0]","[180.0, 170.0, 178.0]"
Does the dataset contain customers who are under the age of 18?,Are there any customers in the dataset who are under the age of 18?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    underage_customers = dataset.loc[dataset[""customer_age""] < 18]
    
    if not underage_customers.empty:
        return True
    else:
        return False
",bool,FALSE,FALSE
Are there any customers with a total transaction amount of zero?,Do any customers have a total transaction amount that sums to zero?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    total_transaction_amount = dataset['total_trans_amt'].sum()
    is_zero_sum = (total_transaction_amount == 0)

    return is_zero_sum
",bool,FALSE,FALSE
"Does the dataset include customers with a credit limit exceeding $50,000?",Are there any customers in the dataset whose credit limit is greater than 50000?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Extract the column name for 'credit_limit'
    credit_limit_column = [col for col in dataset.columns if 'credit_limit' in col][0]
    
    # Check if there are any customers with credit limit greater than 50000
    result = dataset[credit_limit_column] > 50000
    
    # Return True if there is at least one True value, otherwise False
    return result.any()
",bool,FALSE,FALSE
Are there any customers in the dataset who are inactive for more than 12 months?,Are there any customers whose 'months_inactive_12_mon' value exceeds 12?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    answer = (db.loc[db[""months_inactive_12_mon""] > 12].empty)
    return answer
",bool,TRUE,FALSE
What is the highest credit limit in the dataset?,What is the maximum value of credit_limit in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    max_credit_limit = db[""credit_limit""].max()
    return max_credit_limit
",float64,34516,34516
What is the maximum total transaction amount recorded?,What is the highest recorded total transaction amount in the dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    answer = db[""total_trans_amt""].max()
    return answer
",uint16,18484,18484
What is the largest total revolving balance in the dataset?,What is the highest value of total_revolving_bal in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_revolving_balance = dataset[""total_revolving_bal""].max()
    return max_revolving_balance
",uint16,2517,2517
What is the highest customer age in the dataset?,What is the maximum value present in the customer_age column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_customer_age = dataset[""customer_age""].max()
    return max_customer_age
",uint8,73,73
What is the most common level of education among the customers?,Which is the most frequent education level among the customers?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Find the mode of the 'education_level' column
    most_frequent_education_level = dataset[""education_level""].mode().iloc[0]
    
    return most_frequent_education_level
",category,Graduate,Graduate
What is the most common income category of the customers?,,,,ERROR,Less than $40K
Which gender is most represented among the customers?,,,,ERROR,F
What is the most common attrition flag value?,Which is the most frequent value of the attrition_flag column?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Extract the relevant column from the DataFrame
    attrition_flag_column = db['attrition_flag']
    
    # Find the most frequent value in the attrition_flag column
    most_frequent_value = attrition_flag_column.value_counts().index[0]
    
    return most_frequent_value
",uint8,0,0
What are the top 3 most common education levels among the customers?,,,,ERROR,"['Graduate', 'High School', 'Unknown']"
Which are 4 most frequent income categories?,,,,ERROR,"['Less than $40K', '$40K - $60K', '$80K - $120K', '$60K - $80K']"
Which are the top 3 most frequent income categories?,,,,ERROR,"['Less than $40K', '$40K - $60K', '$80K - $120K']"
Which are the two most frequent income categories?,What are the most common income categories among the customers in this dataset?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    # Extracting the 'income_category' column from the DataFrame
    income_categories = db['income_category']
    
    # Finding the most common categories using value_counts().index[0] to get the first most common category
    # If there are multiple with the same frequency, this will return one of them.
    unique_income_categories = income_categories.unique().tolist()
    
    return unique_income_categories

",list of (category),"['Less than $40K', '$80K - $120K', '$60K - $80K', '$120K +', '$40K - $60K', 'Unknown']","['Less than $40K', '$40K - $60K']"
How old are the 5 oldest customers in the dataset?,What are the ages of the top 5 oldest customers in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Sort the dataset by customer_age in descending order to get the oldest customers
    oldest_customers = dataset.sort_values(by='customer_age', ascending=False).head(5)
    
    # Extract the ages of these customers
    ages_of_oldest_customers = list(oldest_customers['customer_age'])
    
    return ages_of_oldest_customers
",list of int64,"[73, 70, 68, 67, 67]","[73, 70, 68, 67, 67]"
What are the five customer IDs with the highest credit limit?,,,,ERROR,"[34516.0, 34516.0, 34516.0, 34516.0, 34516.0]"
