Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
How many unique speakers are there in the dataset?,What is the number of distinct speakers in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_speakers = dataset['speaker_1'].nunique()
    return distinct_speakers",int64,3274,3274
What's the average number of views for the talks?,What is the mean of the views for all the talks in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_views = dataset[""views""].mean()
    return mean_views",float64,2148005.5737830000,2148005.5737830000
What's the maximum duration of a talk (in seconds)?,What is the maximum value in the duration column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_duration = dataset[""duration""].max()
    return max_duration",uint16,3922,3922
How many talks have more than 500 comments?,What is the number of talks that have a comment count greater than 500?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    talks_with_comments_greater_than_500 = dataset[dataset[""comments""] > 500]
    number_of_talks = len(talks_with_comments_greater_than_500)

    return number_of_talks",int64,186,186
Which event has the highest average views?,What is the event with the maximum average views in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    average_views_per_event = dataset.groupby(""event"")[""views""].mean()
    max_average_views_event = average_views_per_event.idxmax()

    return max_average_views_event",string,TEDxPuget Sound,TEDxPuget Sound
Which speaker's talk has the most comments?,What is the speaker_1 whose talk has the maximum number of comments?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_comments_talk = dataset.loc[dataset[""comments""] == dataset[""comments""].max()]
    speaker_1 = max_comments_talk[""speaker_1""].iloc[0]

    return speaker_1",string,Richard Dawkins,Richard Dawkins
Which talk's title has the least views?,What is the title of the talk with the minimum views?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    min_views_talk = dataset.loc[dataset[""views""] == dataset[""views""].min()]
    title = min_views_talk[""title""].iloc[0]

    return title",string,Por qué necesitamos proteger el alta mar,Por qué necesitamos proteger el alta mar
In which event was the longest talk held?,What is the event where the talk with the maximum duration was held?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_duration_talk = dataset.loc[dataset[""duration""] == dataset[""duration""].max()]
    event = max_duration_talk[""event""].iloc[0]

    return event",string,Countdown,Countdown
Which are the top 4 events with the highest average number of comments?,What are the names of the top 4 events with the highest average number of comments?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    average_comments_per_event = dataset.groupby(""event"")[""comments""].mean().reset_index()
    top_4_events = average_comments_per_event.sort_values(by=""comments"", ascending=False).head(4)
    top_4_event_names = top_4_events[""event""].tolist()

    return top_4_event_names",list of (string),"['TEDxPuget Sound', 'TEDxHouston', 'TEDxFiDiWomen', 'TEDxUW']","['TEDxPuget Sound', 'TEDxHouston', 'TEDxFiDiWomen', 'TEDxUW']"
List the top 3 most frequent speakers in the dataset. If two have the same count go by alphabetical order. ,"What are the names of the top 3 speakers who appear most frequently in the all_speakers column, resolving ties by sorting alphabetically?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    all_speakers = dataset['all_speakers'].str.split(',').explode()
    top_speakers = all_speakers.value_counts().reset_index()
    top_speakers.columns = ['speaker', 'count']
    top_speakers = top_speakers.sort_values(by=['count', 'speaker'], ascending=[False, True])
    top_3_speakers = top_speakers.head(3)['speaker'].tolist()
    return top_3_speakers",list of (string),"[""{0: 'Alex Gendler'}"", ""{0: 'Iseult Gillespie'}"", ""{0: 'Emma Bryce'}""]","['Alex Gendler', 'Iseult Gillespie', 'Emma Bryce']"
Which 5 events have the shortest average talk durations?,What are the names of the 5 events with the shortest average duration of talks?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    average_duration_by_event = dataset.groupby(""event"")[""duration""].mean().reset_index()
    average_duration_by_event = average_duration_by_event.sort_values(by=""duration"")
    shortest_5_events = average_duration_by_event.head(5)
    event_names = shortest_5_events[""event""].tolist()

    return event_names",list of (string),"['TEDxConcorde', 'Small Thing Big Idea', 'The TED Interview', 'TEDxConcordiaUPortland', 'The Way We Work']","['TEDxConcorde', 'Small Thing Big Idea', 'The TED Interview', 'TEDxConcordiaUPortland', 'The Way We Work']"
List 2 events with the most number of talks.,What are the names of the two events with the highest number of talks in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    event_counts = dataset['event'].value_counts()
    top_two_events = event_counts.nlargest(2).index.tolist()
    
    return top_two_events",list of (string),"['TED-Ed', 'TED2018']","['TED-Ed', 'TED2018']"
What are the top 4 most viewed talks' view counts?,What are the view counts of the top 4 talks with the most views in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_4_talks = dataset.nlargest(4, 'views')
    view_counts = top_4_talks['views'].tolist()
    
    return view_counts",list of (uint32),"[65051954, 57074270, 56932551, 49730580]","[65051954, 57074270, 56932551, 49730580]"
List the 3 shortest talk durations in the dataset.,What are the three smallest values in the duration column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    smallest_durations = dataset['duration'].nsmallest(3).tolist()
    return smallest_durations",list of (uint16),"[60, 78, 78]","[60, 78, 78]"
What are the 5 highest number of comments?,What are the top 5 highest values in the comments column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_5_comments = dataset['comments'].nlargest(5).tolist()
    return top_5_comments",list of (float64),"[6449.0, 4931.0, 3424.0, 3006.0, 2984.0]","[6449.0, 4931.0, 3424.0, 3006.0, 2984.0]"
List the view counts of the 6 least viewed talks.,What are the view counts of the six talks with the lowest number of views?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    lowest_views_talks = dataset.nsmallest(6, 'views')
    view_counts = lowest_views_talks['views'].tolist()
    
    return view_counts",list of (uint32),"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
Is it true that the oldest person in the dataset has a stroke?,Does the person with the maximum age in the dataset have a stroke value greater than 0?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_age_individual = dataset.loc[dataset[""age""] == dataset[""age""].max()]
    has_stroke = max_age_individual[""stroke""].values[0] > 0

    return has_stroke",bool,True,True
Do all smokers have hypertension?,Is hypertension present in every individual with a smoking status of smoker?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    smokers = dataset[dataset[""smoking_status""] == ""smoker""]
    hypertension_present = (smokers[""hypertension""] > 0).all()

    return hypertension_present",bool,True,False
Are all people with heart diseases married?,Is the ever_married attribute True for all individuals where heart_disease is greater than 0?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
individuals_with_heart_disease = dataset[dataset[""heart_disease""] > 0]
ever_married_attribute = individuals_with_heart_disease[""ever_married""]

return ever_married_attribute.eq(""Yes"").all()",bool,False,False
Is the average glucose level higher for males than females?,Is the mean of avg_glucose_level for males greater than the mean of avg_glucose_level for females?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    male_avg_glucose = dataset[dataset[""gender""] == ""Male""][""avg_glucose_level""].mean()
    female_avg_glucose = dataset[dataset[""gender""] == ""Female""][""avg_glucose_level""].mean()
    
    return male_avg_glucose > female_avg_glucose",bool,True,True
How many people in the dataset have a stroke?,What is the total count of individuals in the dataset where the stroke attribute is greater than 0?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    total_count = len(dataset[dataset[""stroke""] > 0])
    return total_count",int64,249,249
What is the average age of people who smoke?,What is the mean age of individuals where smoking status is not never smoked or former smoker?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_dataset = dataset[(dataset[""smoking_status""] != ""never smoked"") & (dataset[""smoking_status""] != ""formerly smoked"")]
    mean_age = filtered_dataset[""age""].mean()

    return mean_age",float64,37.73850300000000,47.09632400000000
What is the highest glucose level recorded in the dataset?,What is the maximum value of avg_glucose_level in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_avg_glucose_level = dataset[""avg_glucose_level""].max()
return max_avg_glucose_level",float64,271.74,271.74
How many unique 'work_type' categories are there in the dataset?,What is the number of distinct categories in the 'work_type' column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
num_distinct_work_types = dataset[""work_type""].nunique()
return num_distinct_work_types",int64,5,5
What is the most common work type among stroke patients?,Which work type category appears most frequently in the work_type column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    most_frequent_work_type = dataset['work_type'].mode().iloc[0]
    return most_frequent_work_type",string,Private,Private
What is the smoking status of the youngest person in the dataset?,What is the smoking status category of the person with the minimum age in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
min_age_individual = dataset.loc[dataset[""age""] == dataset[""age""].min()]
smoking_status = min_age_individual[""smoking_status""].iloc[0]

return smoking_status",category,Unknown,Unknown
What is the residence type of the person with the highest BMI?,What is the residence type category of the individual with the maximum bmi value in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_bmi_individual = dataset.loc[dataset[""bmi""] == dataset[""bmi""].max()]
    residence_type = max_bmi_individual[""Residence_type""].iloc[0]

    return residence_type",category,Rural,Rural
What is the gender of the person with the lowest glucose level?,What is the gender category of the individual with the minimum average glucose level in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
min_glucose_individual = dataset.loc[dataset[""avg_glucose_level""] == dataset[""avg_glucose_level""].min()]
gender_category = min_glucose_individual[""gender""].iloc[0]

return gender_category",category,Female,Female
What are the top 3 work types among people with heart diseases?,"What are the three most common work types among individuals who have heart disease, as indicated by the heart_disease column in the dataset?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    heart_disease_individuals = dataset[dataset[""heart_disease""] == 1]
    work_type_counts = heart_disease_individuals[""work_type""].value_counts()
    most_common_work_types = work_type_counts.nlargest(3).index.tolist()
    
    return most_common_work_types",list of (string),"['Private', 'Self-employed', 'Govt_job']","['Private', 'Self-employed', 'Govt_job']"
What are the 5 most common smoking statuses among people with a stroke?,What are the top 5 most frequent smoking_status categories for individuals who have had a stroke?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    stroke_individuals = dataset[dataset[""stroke""] == 1]
    smoking_status_counts = stroke_individuals[""smoking_status""].value_counts()
    top_5_smoking_status = smoking_status_counts.nlargest(5).index.tolist()
    
    return top_5_smoking_status",list of (string),"['never smoked', 'formerly smoked', 'Unknown', 'smokes']","['never smoked', 'formerly smoked', 'Unknown', 'smokes']"
What are the top 2 residence types of people with hypertension?,What are the two most common Residence_type categories among individuals where hypertension is present?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    individuals_with_hypertension = dataset[dataset[""hypertension""] > 0]
    residence_type_counts = individuals_with_hypertension[""Residence_type""].value_counts()
    two_most_common_residence_types = residence_type_counts.nlargest(2).index.tolist()
    
    return two_most_common_residence_types",list of (string),"['Rural', 'Urban']","['Rural', 'Urban']"
What are the top 2 work types among people who have never married?,What are the two most common work types among individuals where ever_married is No?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    unmarried_individuals = dataset[dataset[""ever_married""] == ""No""]
    work_type_counts = unmarried_individuals[""work_type""].value_counts()
    two_most_common_work_types = work_type_counts.nlargest(2).index.tolist()
    
    return two_most_common_work_types",list of (string),"['Private', 'children']","['Private', 'children']"
What are the oldest 5 ages of people with strokes?,What are the top 5 highest ages of individuals who have had a stroke?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    stroke_individuals = dataset[dataset[""stroke""] == 1]
    top_5_highest_ages = stroke_individuals[""age""].sort_values(ascending=False).head(5).tolist()
    
    return top_5_highest_ages",list of (float64),"[82.0, 82.0, 82.0, 82.0, 82.0]","[82.0, 82.0, 82.0, 82.0, 82.0]"
What are the 3 lowest BMIs among people who smoke?,What are the three smallest bmi values for individuals where smoking_status indicates they smoke?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    smokers = dataset[dataset[""smoking_status""] == ""smokes""]
    smallest_bmi_values = smokers[""bmi""].nsmallest(3).tolist()
    
    return smallest_bmi_values",list of (float64),"[15.7, 16.7, 16.7]","[15.7, 16.7, 16.7]"
What are the top 4 glucose levels of people who have heart diseases?,What are the four highest average glucose levels among individuals with heart disease?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
heart_disease_individuals = dataset[dataset[""heart_disease""] == 1]
avg_glucose_levels = heart_disease_individuals[""avg_glucose_level""].sort_values(ascending=False).head(4).tolist()
return avg_glucose_levels",list of (float64),"[271.74, 254.63, 254.6, 252.72]","[271.74, 254.63, 254.6, 252.72]"
What are the 6 highest ages of people who have never married?,What are the six highest age values of individuals where the ever_married attribute is set to No or a similar category indicating they have never married?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    never_married_individuals = dataset[dataset[""ever_married""] == ""No""]
    highest_age_values = never_married_individuals[""age""].sort_values(ascending=False).head(6).tolist()
    
    return highest_age_values",list of (float64),"[82.0, 82.0, 82.0, 82.0, 82.0, 82.0]","[82.0, 82.0, 82.0, 82.0, 82.0, 82.0]"
Are there any reflections with more than 10 sentences?,Does any reflection have a number of sentences greater than 10?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_more_than_10_sentences = (dataset[""num_sentence""] > 10).any()
    return has_more_than_10_sentences",bool,True,True
Is there a reflection from 'USA' with over 5 sentences?,Does any reflection from the 'USA' have more than 5 sentences?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    usa_reflections = dataset[dataset[""country""] == ""USA""]
    has_more_than_5_sentences = (usa_reflections[""num_sentence""] > 5).any()

    return has_more_than_5_sentences",bool,True,True
Are there any reflections categorized as 'affection'?,Does the dataset contain any reflections with a ground truth category of 'affection'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    affection_reflections = dataset[dataset[""ground_truth_category""] == 'affection']
    return not affection_reflections.empty",bool,True,True
Are there any married individuals who reflected on 'exercise'?,Does the dataset contain any records where the marital status is married and the cleaned_hm reflection is 'exercise'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    married_and_exercise = dataset[(dataset[""marital""] == ""married"") & (dataset[""cleaned_hm""] == ""exercise"")]
    return not married_and_exercise.empty",bool,False,True
How many unique reflection periods are there?,What is the number of distinct reflection periods in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_reflection_periods = dataset[""reflection_period""].nunique()
    return distinct_reflection_periods",int64,2,2
"On average, how many sentences are there in the reflections?",What is the mean number of sentences in the reflections as represented by the num_sentence column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
mean_num_sentence = dataset[""num_sentence""].mean()

return mean_num_sentence",float64,1.3407670000000000,1.3407670000000000
What's the highest age of an individual in the dataset?,What is the maximum age value in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
max_age = dataset[""age""].max()
return max_age",float64,233.0,233.0
How many reflections are from 'IND'?,What is the count of rows where the country is 'IND'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    count = len(dataset[dataset[""country""] == ""IND""])
    return count",int64,16729,16729
Which country has the highest average number of sentences in their reflections?,What country has the maximum average value of num_sentence in the given dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    average_num_sentence_per_country = dataset.groupby(""country"")[""num_sentence""].mean()
    country_with_max_average_num_sentence = average_num_sentence_per_country.idxmax()

    return country_with_max_average_num_sentence",string,UKR,UKR
Which gender has the most reflections categorized as 'affection'?,What is the gender with the highest frequency of ground truth category being 'affection'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    affection_dataset = dataset[dataset[""ground_truth_category""] == 'affection']
    gender_counts = affection_dataset[""gender""].value_counts()
    most_frequent_gender = gender_counts.idxmax()

    return most_frequent_gender",string,m,f
From which country is the oldest individual who reflected?,What is the country of the individual with the maximum age who reflected?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_age_individual = dataset.loc[dataset[""age""] == dataset[""age""].max()]
    country = max_age_individual[""country""].iloc[0]

    return country",category,USA,USA
Which marital status has the most reflections on 'bonding'?,What marital status category appears most frequently in relation to the 'bonding' reflection period?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    bonding_reflection_period = dataset[dataset['reflection_period'] == 'bonding']
    marital_status_counts = bonding_reflection_period['marital'].value_counts()
    most_frequent_marital_status = marital_status_counts.idxmax()

    return most_frequent_marital_status",string,single,single
Which are the top 3 countries with the highest average number of sentences in their reflections?,What are the names of the top three countries with the highest average number of sentences in their reflections?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    average_sentences_per_country = dataset.groupby(""country"")[""num_sentence""].mean().reset_index()
    top_three_countries = average_sentences_per_country.sort_values(by=""num_sentence"", ascending=False).head(3)
    top_three_country_names = top_three_countries[""country""].tolist()

    return top_three_country_names",list of (string),"['UKR', 'CRI', 'HKG']","['UKR', 'CRI', 'HKG']"
List the 4 most common predicted categories in the dataset.,What are the top 4 most frequently occurring predicted categories in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
predicted_categories = dataset[""predicted_category""].value_counts().head(4).index.tolist()
return predicted_categories",list of (string),"['affection', 'achievement', 'enjoy_the_moment', 'bonding']","['affection', 'achievement', 'enjoy_the_moment', 'bonding']"
Which 5 countries have the youngest average age of reflectors?,What are the names of the 5 countries with the lowest average age of reflectors?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    average_age_by_country = dataset.groupby(""country"")[""age""].mean().reset_index()
    average_age_by_country = average_age_by_country.sort_values(by=""age"")
    countries_with_lowest_average_age = average_age_by_country.head(5)[""country""].tolist()
    
    return countries_with_lowest_average_age",list of (string),"['KAZ', 'ALB', 'LKA', 'SLV', 'MAR']","['KAZ', 'ALB', 'LKA', 'MAR', 'SLV']"
List 2 genders with the most number of reflections.,What are the two most common gender categories in the dataset based on the number of occurrences?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
gender_counts = dataset[""gender""].value_counts()
most_common_genders = gender_counts.nlargest(2).index.tolist()
return most_common_genders",list of (string),"['m', 'f']","['m', 'f']"
What are the lowest 4 number of sentences?,What are the four smallest values in the num_sentence column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    smallest_values = dataset[""num_sentence""].nsmallest(4).tolist()
    return smallest_values",list of (uint8),"[1, 1, 1, 1]","[1, 1, 1, 1]"
List the 3 highest ages in the dataset.,What are the top 3 highest age values present in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_3_highest_age = dataset['age'].sort_values(ascending=False).head(3).tolist()
    return top_3_highest_age",list of (float64),"[233.0, 233.0, 233.0]","[233.0, 233.0, 233.0]"
Which are the highest 5 number of sentences?,What are the top 5 highest values of the number of sentences in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_5_num_sentence = dataset['num_sentence'].sort_values(ascending=False).head(5).tolist()
    return top_5_num_sentence",list of (uint8),"[69, 60, 58, 56, 53]","[69, 60, 58, 56, 53, 51]"
List the age of the 6 youngest individuals in the dataset.,What are the ages of the six individuals with the lowest age values in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    six_lowest_ages = dataset['age'].nsmallest(6).tolist()
    return six_lowest_ages",list of (float64),"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
Is it true that the youngest participant has met their match?,,,,ERROR,False
Do all people who got a match have the same race as their partner?,Is the race of every person who got a match the same as their partner's race?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    matched_individuals = dataset[dataset[""match""] == 1]
    same_race = matched_individuals.apply(lambda row: row[""race""] == row[""race_o""], axis=1)
    return same_race.all()",bool,False,False
Are all participants who expected more than 5 matches male?,Is the gender of all participants who expected more than 5 matches male?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    participants_with_more_than_5_matches = dataset[dataset[""expected_num_matches""] > 5]
    gender_of_participants = participants_with_more_than_5_matches[""gender""].unique()
    is_all_male = len(gender_of_participants) == 1 and gender_of_participants[0] == ""male""

    return is_all_male",bool,False,True
Is the average age of participants who got a match higher than those who didn't?,Is the mean age of participants who had a match greater than the mean age of participants who did not have a match?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    matched_participants = dataset[dataset[""match""] == 1]
    unmatched_participants = dataset[dataset[""match""] == 0]
    
    mean_age_matched = matched_participants[""age""].mean()
    mean_age_unmatched = unmatched_participants[""age""].mean()
    
    return mean_age_matched > mean_age_unmatched",bool,False,False
How many participants had a match?,What is the total number of participants where the match attribute is set to 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    total_participants = len(dataset[dataset[""match""] == 1])
    return total_participants",int64,1380,1380
What is the average age of participants who have the same race as their partner?,What is the mean age of participants where the race of the participant is the same as their partner's race?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    same_race_participants = dataset[dataset[""race""] == dataset[""race_o""]]
    mean_age = same_race_participants[""age""].mean()

    return mean_age",float64,26.390237000000000,26.390237000000000
What is the highest number of matches expected by any participant in the dataset?,What is the maximum value of expected number of matches in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_expected_matches = dataset[""expected_num_matches""].max()
    return max_expected_matches",float64,18.0,18.0
How many unique 'race' categories are there in the dataset?,What is the number of distinct categories in the 'race' column of the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_race_categories = dataset[""race""].nunique()
    return distinct_race_categories",int64,5,5
What is the most common race among participants who got a match?,What is the most frequently occurring race among participants where the match attribute is 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    matched_participants = dataset[dataset[""match""] == 1]
    most_frequent_race = matched_participants[""race""].mode().iloc[0]
    
    return most_frequent_race",string,european/caucasian-american,european/caucasian-american
What is the gender of the youngest participant in the dataset?,What is the gender category of the participant with the minimum age in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    min_age_participant = dataset.loc[dataset[""age""] == dataset[""age""].min()]
    gender_category = min_age_participant[""gender""].iloc[0]

    return gender_category",string,male,male
What is the race of the participant with the highest number of expected matches?,What is the race of the participant who has the maximum expected number of matches?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_matches_participant = dataset.loc[dataset[""expected_num_matches""] == dataset[""expected_num_matches""].max()]
    race = max_matches_participant[""race""].iloc[0]

    return race",category,other,other
What is the wave of the participant with the youngest age?,What is the wave value of the participant who has the minimum age?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    min_age_participant = dataset.loc[dataset[""age""] == dataset[""age""].min()]
    wave_value = min_age_participant[""wave""].values[0]

    return wave_value",uint8,5,5
What are the top 3 waves among people who got a match?,What are the top 3 wave values among the people for whom the match attribute is set to 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    matched_individuals = dataset.loc[dataset[""match""] == 1]
    top_3_wave_values = matched_individuals[""wave""].value_counts().head(3).index.tolist()
    
    return top_3_wave_values",list of (uint8),"[21, 4, 11]","[21, 4, 11]"
What are the 5 most common races among people who expected more than 5 matches?,What are the top 5 most frequent races among individuals who have an expected number of matches greater than 5?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_dataset = dataset[dataset[""expected_num_matches""] > 5]
    top_5_races = filtered_dataset[""race""].value_counts().head(5).index.tolist()
    return top_5_races",list of (string),"['european/caucasian-american', 'asian/pacific islander/asian-american', 'black/african american', 'latino/hispanic american', 'other']","['european/caucasian-american', 'asian/pacific islander/asian-american', 'black/african american', 'latino/hispanic american', 'other']"
What are the top 4 waves of people who have the same race as their partner?,What are the top 4 wave numbers where the participants have the same race as their partner?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    same_race_participants = db.loc[db[""samerace""] == 1]
    wave_counts = same_race_participants[""wave""].value_counts()
    top_4_waves = wave_counts.nlargest(4).index.tolist()
    
    return top_4_waves",list of (uint8),"[15, 9, 21, 11]","[15, 9, 21, 11]"
What are the top 2 genders among people who expected no match?,What are the two most common genders among individuals who have an expected number of matches equal to zero?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    zero_matches = dataset[dataset[""expected_num_matches""] == 0]
    gender_counts = zero_matches[""gender""].value_counts()
    most_common_genders = gender_counts.nlargest(2).index.tolist()
    
    return most_common_genders",list of (string),"['female', 'male']","['female', 'male']"
What are the top 5 ages of participants who got a match?,What are the top 5 age values of participants where the match attribute is 1?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    matched_participants = db.loc[db[""match""] == 1]
    top_5_ages = matched_participants[""age""].nlargest(5).tolist()
    return top_5_ages",list of (float64),"[42.0, 42.0, 42.0, 42.0, 39.0]","[42.0, 42.0, 42.0, 42.0, 39.0]"
What are the 3 lowest numbers of matches expected by people who got a match?,What are the three smallest expected numbers of matches for individuals who actually got a match?,"def answer_question(db, datasetTableSchema, question, expectedAnswerType):
    matched_individuals = db.loc[db[""match""] == 1]
    smallest_expected_matches = matched_individuals[""expected_num_matches""].nsmallest(3).tolist()
    return smallest_expected_matches",list of (int64),"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
What are the top 4 ages of people who have the same race as their partner?,What are the four highest ages of individuals where the race of the person matches the race of their partner?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    same_race_individuals = dataset[dataset[""race""] == dataset[""race_o""]]
    ages = same_race_individuals[""age""].sort_values(ascending=False).head(4).tolist()
    return ages",list of (float64),"[55.0, 55.0, 55.0, 42.0]","[55.0, 55.0, 55.0, 42.0]"
What are the 6 youngest ages of participants who expected no match?,What are the six smallest age values of participants where the expected number of matches is zero?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    zero_matches = dataset[dataset[""expected_num_matches""] == 0]
    smallest_six_ages = zero_matches[""age""].nsmallest(6).tolist()
    return smallest_six_ages",list of (float64),"[18.0, 18.0, 18.0, 18.0, 18.0, 18.0]","[18.0, 18.0, 18.0, 18.0, 18.0, 18.0]"
Are there any tweets with more than 10 retweets?,Does any tweet have a retweet count greater than 10?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_retweet_count_greater_than_10 = (dataset[""retweet_count""] > 10).any()
    return has_retweet_count_greater_than_10",bool,True,True
Is there a negative sentiment tweet from 'United' airline?,Does the dataset contain a tweet with negative sentiment from the airline 'United'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    united_tweets = dataset[dataset['airline'] == 'United']
    negative_sentiment_united_tweets = united_tweets[united_tweets['airline_sentiment'] == 'negative']
    
    return not negative_sentiment_united_tweets.empty",bool,True,True
Are there any tweets categorized with 'Late Flight' as the negative reason?,Does the dataset contain any tweets where the negative reason is 'Late Flight'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    late_flight_tweets = dataset[dataset[""negativereason""] == ""Late Flight""]
    return not late_flight_tweets.empty",bool,True,True
Are there any tweets from 'Eastern Time (US & Canada)' timezone with positive sentiment?,Does the dataset contain any tweets with positive airline sentiment and a user timezone of 'Eastern Time (US & Canada)'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    positive_sentiment = dataset[(dataset[""airline_sentiment""] == ""positive"") & (dataset[""user_timezone""] == ""Eastern Time (US & Canada)"")]
    return not positive_sentiment.empty",bool,True,True
How many unique user timezones are there in the dataset?,What is the number of distinct user timezones present in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_user_timezones = dataset[""user_timezone""].nunique()
    return distinct_user_timezones",int64,85,85
