Question,Rewritten Question,Code,Answer Type,Generated Answer,Expected Answer
Is there a negative sentiment tweet from 'United' airline?,Does the dataset contain any tweet from 'United' airline where the airline sentiment is negative?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    united_negative_tweets = dataset[(dataset['airline'] == 'United') & (dataset['airline_sentiment'] == 'negative')]
    has_united_negative_tweets = not united_negative_tweets.empty
    
    return has_united_negative_tweets",bool,True,True
Are there any tweets categorized with 'Late Flight' as the negative reason?,Does the dataset contain any tweets where the negative reason is 'Late Flight'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    has_late_flight = 'Late Flight' in dataset['negativereason'].values
    return has_late_flight",bool,True,True
Are there any tweets from 'Eastern Time (US & Canada)' timezone with positive sentiment?,Does the dataset contain any tweets from the 'Eastern Time (US & Canada)' timezone where the airline sentiment is positive?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    eastern_tweets = dataset[dataset['user_timezone'] == 'Eastern Time (US & Canada)']
    positive_tweets = eastern_tweets[eastern_tweets['airline_sentiment'] == 'positive']
    has_positive_tweets = len(positive_tweets) > 0
    
    return has_positive_tweets",bool,True,True
How many unique user timezones are there in the dataset?,What is the count of distinct user timezone values present in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_timezones_count = dataset[""user_timezone""].nunique()
    return distinct_timezones_count",int64,85,85
"On average, what is the sentiment confidence of the tweets?",What is the mean value of the airline sentiment confidence for all tweets?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_confidence = dataset[""airline_sentiment_confidence""].mean()
    return mean_confidence",float64,0.9001690000000000,0.9001690000000000
What's the maximum number of retweets a tweet has received?,What is the highest value in the retweet_count column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_retweet = dataset[""retweet_count""].max()
    return max_retweet
",int64,44,44
How many tweets are from 'Virgin America' airline?,What is the count of tweets where the airline is 'Virgin America'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    count = dataset[dataset['airline'] == 'Virgin America'].shape[0]
    return count",int64,504,504
Which airline has the highest average sentiment confidence?,What is the name of the airline with the greatest mean value of airline sentiment confidence?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_confidence = dataset.groupby('airline')['airline_sentiment_confidence'].mean()
    max_confidence_airline = mean_confidence.idxmax()
    
    return max_confidence_airline",string,US Airways,US Airways
Which negative reason is most commonly associated with 'American' airline?,What is the most frequent negative reason mentioned in tweets for the airline named 'American'?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    american_tweets = dataset[dataset['airline'] == 'American']
    negative_reasons = american_tweets['negativereason'].dropna()
    most_frequent_reason = negative_reasons.mode()[0]
    
    return most_frequent_reason",string,Customer Service Issue,Customer Service Issue
From which timezone is the tweet with the highest sentiment confidence?,What is the user timezone of the tweet that has the maximum airline sentiment confidence value?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_confidence_tweet = dataset.loc[dataset[""airline_sentiment_confidence""] == dataset[""airline_sentiment_confidence""].max()]
    user_timezone = max_confidence_tweet[""user_timezone""].iloc[0]
    
    return user_timezone
",string,Eastern Time (US & Canada),Eastern Time (US & Canada)
Which airline has the most tweets with negative sentiment?,What is the name of the airline that has the highest count of tweets classified as negative sentiment?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    negative_tweets = dataset[dataset['airline_sentiment'] == 'negative']
    airline_counts = negative_tweets['airline'].value_counts()
    top_airline = airline_counts.idxmax()
    
    return top_airline",string,United,United
Which are the top 3 airlines with the highest average sentiment confidence?,What are the names of the 3 airlines with the greatest mean sentiment confidence values?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_confidence = dataset.groupby('airline')['airline_sentiment_confidence'].mean()
    top_airlines = mean_confidence.nlargest(3).index.tolist()
    return top_airlines",list of string,"['US Airways', 'American', 'United']","['US Airways', 'American', 'United']"
List the 3 most common negative reasons in the dataset.,What are the top 3 most frequently occurring negative reasons in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    negative_reasons = dataset['negativereason'].value_counts().head(3).index.tolist()
    return negative_reasons",list of string,"['Customer Service Issue', 'Late Flight', ""Can't Tell""]","['Customer Service Issue', 'Late Flight', 'Can't Tell']"
Which 3 user timezones have the most number of tweets?,What are the top 3 user timezones with the highest count of tweets?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_timezones = dataset['user_timezone'].value_counts().head(3).index.tolist()
    return top_timezones",list of (string),"['Eastern Time (US & Canada)', 'Central Time (US & Canada)', 'Pacific Time (US & Canada)']","['Eastern Time (US & Canada)', 'Central Time (US & Canada)', 'Pacific Time (US & Canada)']"
List the 2 airlines with the least number of tweets in the dataset.,Which two airlines have the lowest count of tweets in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    airline_counts = dataset['airline'].value_counts().nsmallest(2)
    lowest_airlines = airline_counts.index.tolist()
    
    return lowest_airlines",list of string,"['Virgin America', 'Delta']","['Virgin America', 'Delta']"
What are the top 4 tweet IDs with the lowest sentiment confidence?,Retrieve the tweet IDs of the 4 tweets with the smallest sentiment confidence values.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sorted_tweets = dataset.sort_values(by='airline_sentiment_confidence', ascending=True)
    smallest_confidence_tweets = sorted_tweets.head(4)
    tweet_ids = smallest_confidence_tweets['tweet_id'].tolist()
    
    return tweet_ids
",list of int64,"[569972097453137920, 568092537786748928, 568028183267639297, 568993773277069312]","[570306133677760513, 570301031407624196, 570300817074462722, 570300767074181121]"
List the 3 highest retweet counts in the dataset.,What are the top 3 values in the retweet_count column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_retweets = dataset.nlargest(3, 'retweet_count')['retweet_count'].tolist()
    return top_retweets",list of int64,"[44, 32, 31]","[44, 32, 31]"
What are the 2 lowest values for sentiment confidence?,Retrieve the two smallest values from the airline_sentiment_confidence column.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    sorted_confidences = dataset[""airline_sentiment_confidence""].sort_values().head(2)
    smallest_two = sorted_confidences.tolist()
    return smallest_two
",list of float64,"[0.335, 0.3353]","[0.335, 0.335]"
List the 6 highest sentiment confidence values.,Provide the top 6 values from the airline_sentiment_confidence column in descending order.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    top_confidence = dataset[""airline_sentiment_confidence""].sort_values(ascending=False).head(6).tolist()
    return top_confidence
",list of float64,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Is it true that the student with the highest number of absences is from a rural area?,Does the student who has the maximum absences have an address value corresponding to rural?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_absences_student = dataset.loc[dataset[""absences""] == dataset[""absences""].max()]
    is_rural = max_absences_student[""address""].iloc[0] == ""rural""
    
    return is_rural
",bool,False,True
Are all students who are in a romantic relationship older than 17?,Is the age of every student with romantic status as yes greater than 17?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    romantic_students = dataset[dataset['romantic'] == 'yes']
    all_above_17 = (romantic_students['age'] > 17).all()
    
    return all_above_17",bool,False,False
Is the average final grade (G3) of students who consume a lot of alcohol (Dalc > 2) lower than those who don't?,Is the mean G3 score of students with Dalc greater than 2 less than the mean G3 score of students with Dalc 2 or lower?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_g3_high_dalc = dataset[dataset['Dalc'] > 2]['G3'].mean()
    mean_g3_low_dalc = dataset[dataset['Dalc'] <= 2]['G3'].mean()
    is_less = mean_g3_high_dalc < mean_g3_low_dalc
    
    return is_less
",bool,True,True
Do all students who have both parents at home (Pstatus = 'T') have more than 3 free time after school (freetime > 3)?,Is it true that every student with Pstatus equal to 'T' has a freetime value greater than 3?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    t_status_students = dataset[dataset[""Pstatus""] == 'T']
    all_gt_3 = (t_status_students[""freetime""] > 3).all()
    
    return all_gt_3
",bool,False,False
How many students have their mother's education (Medu) level above 3?,What is the count of students whose mother's education level (Medu) is greater than 3?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    count = len(dataset[dataset[""Medu""] > 3])
    return count
",int64,131,131
What is the average age of students who want to take higher education (higher = 'yes')?,Calculate the mean age of students where the higher education preference is 'yes'.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    higher_yes = dataset[dataset['higher'] == 'yes']
    mean_age = higher_yes['age'].mean()
    
    return mean_age
",float64,16.634667000000000,16.634667000000000
What is the highest number of absences among students?,What is the maximum value in the absences column for all students?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_absences = dataset[""absences""].max()
    return max_absences
",uint8,75,75
How many unique schools are there in the dataset?,What is the count of distinct school values present in the dataset?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_school_count = dataset[""school""].nunique()
    return distinct_school_count
",int64,2,2
What is the most common mother's job among students who want to take higher education?,Which mother's job appears most frequently for students who have indicated they want to pursue higher education?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    higher_education_students = dataset[dataset['higher'] == 'yes']
    most_frequent_mjob = higher_education_students['Mjob'].mode()[0]
    
    return most_frequent_mjob",string,other,other
What is the gender of the student with the highest final grade (G3)?,What is the sex category value of the student who has the maximum G3 score?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_g3_student = dataset.loc[dataset[""G3""] == dataset[""G3""].max()]
    sex_category = max_g3_student[""sex""].iloc[0]
    
    return sex_category",category,M,M
What is the school of the student with the highest number of absences?,Which school does the student with the maximum absences belong to?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_absences_student = dataset.loc[dataset[""absences""] == dataset[""absences""].max()]
    school = max_absences_student[""school""].iloc[0]
    
    return school
",category,GP,GP
What is the family size of the student with the highest final grade (G3)?,What is the family size (famsize) of the student who has the maximum value in the G3 column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_g3_student = dataset.loc[dataset[""G3""] == dataset[""G3""].max()]
    famsize = max_g3_student[""famsize""].iloc[0]
    
    return famsize",category,GT3,GT3
What are the top 3 reasons for choosing a school among students who want to take higher education?,What are the three most common values in the reason column for students who have higher set to yes?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    higher_yes = dataset[dataset['higher'] == 'yes']
    reason_counts = higher_yes['reason'].value_counts()
    top_3_reasons = reason_counts.head(3).index.tolist()
    return top_3_reasons",list of (category),"['course', 'home', 'reputation']","['course', 'home', 'reputation']"
What are the 5 most common mother's jobs among students with a final grade above 10?,Return the top 5 most frequent mother's jobs (Mjob) for students whose final grade (G3) is greater than 10.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[dataset['G3'] > 10]
    top_mjobs = filtered_data['Mjob'].value_counts().head(5).index.tolist()
    return top_mjobs",list of string,"['other', 'services', 'teacher', 'health', 'at_home']","['other', 'services', 'teacher', 'health', 'at_home']"
What are the top 4 schools among students with absences above 10?,Which are the 4 most common schools for students who have more than 10 absences?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    students_with_more_than_10_absences = dataset[dataset[""absences""] > 10]
    school_counts = students_with_more_than_10_absences[""school""].value_counts()
    top_4_schools = school_counts.head(4).index.tolist()
    
    return top_4_schools",list of (string),"['GP', 'MS']","['GP', 'MS']"
What are the top 2 family relations among students with a final grade below 10?,Which two family relations are most common for students whose final grade (G3) is less than 10?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    low_g3_students = dataset[dataset[""G3""] < 10]
    famrel_counts = low_g3_students[""famrel""].value_counts()
    top_2_famrel = famrel_counts.nlargest(2).index.tolist()
    
    return top_2_famrel",list of (category),"[4, 5]","[4, 5]"
What are the top 5 ages of students who want to take higher education?,Retrieve the top 5 highest ages among students who have indicated an interest in pursuing higher education.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    higher_education_students = dataset[dataset['higher'] == 'yes']
    top_5_ages = higher_education_students.nlargest(5, 'age')['age'].tolist()
    return top_5_ages
",list of (uint8),"[21, 20, 20, 20, 19]","[16, 17, 15, 18, 19]"
What are the 3 lowest final grades of students who have more than 10 absences?,"Retrieve the final grades (G3) of students with absences greater than 10, sorted in ascending order, and return the first 3 values.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_students = dataset[dataset[""absences""] > 10]
    sorted_grades = filtered_students[""G3""].sort_values()
    first_three_grades = sorted_grades.head(3).tolist()
    
    return first_three_grades
",list of (uint8),"[4, 5, 5]","[4, 14, 17]"
What are the top 4 ages of students whose mother's education level is above 3?,Retrieve the 4 highest ages of students where the mother's education level (Medu) is greater than 3.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[dataset['Medu'] > 3]
    top_ages = filtered_data['age'].nlargest(4).tolist()
    return top_ages
",list of (uint8),"[20, 19, 19, 19]","[15, 16, 18, 17]"
What are the 6 lowest final grades of students who don't want to take higher education?,Retrieve the 6 smallest values in the G3 column for students who have higher attribute set to no.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    higher_no_students = dataset[dataset[""higher""] == ""no""]
    smallest_g3_values = higher_no_students[""G3""].nsmallest(6).tolist()
    return smallest_g3_values
",list of (uint8),"[0, 0, 0, 0, 0, 0]","[8, 10, 12, 9, 7, 13]"
Is it true that the oldest company (based on approval year) is from an urban (UrbanRural=1) area?,Does the company with the earliest approval year have UrbanRural value equal to 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    earliest_approval = dataset.loc[dataset[""ApprovalFY""] == dataset[""ApprovalFY""].min()]
    urban_rural_value = earliest_approval[""UrbanRural""].iloc[0] == 1
    
    return urban_rural_value
",bool,False,False
Are all companies with more than 10 employees located in an urban (UrbanRural=1) area?,Do all businesses with employee count greater than 10 have UrbanRural value equal to 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    businesses_gt_10 = dataset[dataset[""NoEmp""] > 10]
    all_urban = (businesses_gt_10[""UrbanRural""] == 1).all()
    
    return all_urban",bool,False,False
"Are all companies with a default amount greater than $250,000 in the food sector?",Do all records with default_amount exceeding 250000 have Sector equal to food?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    high_default = dataset[dataset[""default_amount""] > 250000]
    all_food_sector = (high_default[""Sector""] == ""food"").all()
    
    return all_food_sector
",bool,False,False
Is the average number of retained jobs higher for companies located in urban (UrbanRural=1) areas than those in rural (UrbanRural=0) areas?,Is the mean of retained jobs greater for companies with UrbanRural value 1 compared to those with UrbanRural value 0?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    mean_retained_urban = dataset[dataset[""UrbanRural""] == 1][""RetainedJob""].mean()
    mean_retained_rural = dataset[dataset[""UrbanRural""] == 0][""RetainedJob""].mean()
    is_greater = mean_retained_urban > mean_retained_rural
    
    return is_greater
",bool,True,True
How many companies have a franchise code of 1?,What is the count of companies where the franchise code equals 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    franchise_code_1_count = dataset[dataset[""FranchiseCode""] == 1].shape[0]
    return franchise_code_1_count
",int64,57340,57340
What is the average disbursement gross for companies in the retail sector?,Calculate the mean disbursement gross for all companies where sector is retail.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    retail_companies = dataset[dataset[""Sector""] == ""Retail""]
    mean_disbursement = retail_companies[""DisbursementGross""].mean()
    
    return mean_disbursement
",float64,,164636.4123070000
What is the highest approval year in the dataset?,What is the maximum value in the ApprovalFY column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_approval_fy = dataset[""ApprovalFY""].max()
    return max_approval_fy
",uint16,2010,2010
How many unique sectors are there in the dataset?,What is the count of distinct values in the Sector column?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    distinct_sector_count = dataset[""Sector""].nunique()
    return distinct_sector_count
",int64,20,20
What is the most common sector among companies with a franchise code of 1?,Which sector appears most frequently for companies that have a franchise code value of 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    franchise_1_companies = dataset[dataset[""FranchiseCode""] == 1]
    sector_counts = franchise_1_companies[""Sector""].value_counts()
    most_frequent_sector = sector_counts.idxmax()
    
    return most_frequent_sector",string,Retail trade,Retail trade
What is the state of the company with the highest disbursement gross?,Which state has the company that received the largest disbursement gross amount?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_disbursement = dataset.loc[dataset[""DisbursementGross""] == dataset[""DisbursementGross""].max()]
    state = max_disbursement[""State""].iloc[0]
    
    return state",string,ME,ME
What is the bank for the company with the highest default amount?,Which bank is associated with the company that has the largest default amount?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_default_company = dataset.loc[dataset[""default_amount""] == dataset[""default_amount""].max()]
    bank_name = max_default_company[""Bank""].iloc[0]
    
    return bank_name
",string,COMMUNITY BANK & TRUST,COMMUNITY BANK & TRUST
What is the sector of the company with the most number of employees?,Which sector has the company with the highest number of employees?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    max_emp_company = dataset.loc[dataset[""NoEmp""] == dataset[""NoEmp""].max()]
    sector = max_emp_company[""Sector""].iloc[0]
    
    return sector",string,Health care and social assistance,Health care and social assistance
What are the top 3 sectors among companies with a franchise code of 1?,Which three sectors appear most frequently for companies where the franchise code equals 1?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    franchise_1_data = dataset[dataset['FranchiseCode'] == 1]
    top_sectors = franchise_1_data['Sector'].value_counts().head(3).index.tolist()
    return top_sectors
",list of (string),"['Retail trade', 'Other services (except public administration)', 'Manufacturing']","['Retail trade', 'Other services (except public administration)', 'Manufacturing']"
What are the 5 most common banks among companies with an approval year earlier than 2000?,Which 5 banks appear most frequently for companies whose approval year is before 2000?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    pre_2000_companies = dataset[dataset[""ApprovalFY""] < 2000]
    top_banks = pre_2000_companies[""Bank""].value_counts().head(5).index.tolist()
    return top_banks",list of string,"['WELLS FARGO BANK NATL ASSOC', 'BANK OF AMERICA NATL ASSOC', 'U.S. BANK NATIONAL ASSOCIATION', 'JPMORGAN CHASE BANK NATL ASSOC', 'PNC BANK, NATIONAL ASSOCIATION']","['WELLS FARGO BANK NATL ASSOC', 'BANK OF AMERICA NATL ASSOC', 'U.S. BANK NATIONAL ASSOCIATION', 'JPMORGAN CHASE BANK NATL ASSOC', 'PNC BANK, NATIONAL ASSOCIATION']"
"What are the top 4 states among companies with a disbursement gross greater than $1,000,000?","Which are the four most common states for companies where the disbursement gross exceeds 1,000,000 dollars?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    high_disbursement = dataset[dataset['DisbursementGross'] > 1000000]
    state_counts = high_disbursement['State'].value_counts().head(4)
    top_states = state_counts.index.tolist()
    
    return top_states
",list of (string),"['CA', 'TX', 'FL', 'AZ']","['CA', 'TX', 'FL', 'AZ']"
"What are the top 2 sectors among companies with a default amount greater than $500,000?","Which two sectors appear most frequently among companies where the default amount exceeds 500,000?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[dataset[""default_amount""] > 500000]
    sector_counts = filtered_data[""Sector""].value_counts()
    top_sectors = sector_counts.head(2).index.tolist()
    
    return top_sectors",list of (string),"['Retail trade', 'Accommodation and food services']","['Retail trade', 'Accommodation and food services']"
What are the top 5 approval years for companies in the retail sector?,Retrieve the 5 most frequent approval years for companies where the sector is retail.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    retail_companies = dataset[dataset[""Sector""] == ""Retail""]
    approval_years = retail_companies[""ApprovalFY""].value_counts().head(5).index.tolist()
    
    return approval_years",list of (uint16),[],"[2005, 2004, 2006, 2007, 2003]"
What are the 3 highest disbursement gross for companies with a franchise code of 1?,Retrieve the top 3 DisbursementGross values where FranchiseCode equals 1.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[dataset[""FranchiseCode""] == 1]
    top_3_values = filtered_data.nlargest(3, ""DisbursementGross"")[""DisbursementGross""].tolist()
    return top_3_values
",list of (uint32),"[5294366, 4656672, 4000048]","[50000.0, 100000.0, 10000.0]"
What are the top 4 approval years for companies in the state of CA?,Which are the 4 most frequent approval years for companies located in California?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    california_companies = dataset[dataset['State'] == 'CA']
    approval_years = california_companies['ApprovalFY'].value_counts().head(4).index.tolist()
    return approval_years",list of (uint16),"[2007, 2004, 2006, 2003]","[2007, 2004, 2006, 2003]"
What are the 6 highest default amounts among companies in the state of NY?,Retrieve the top 6 default amounts for companies located in the state of New York.,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    ny_companies = dataset[dataset[""State""] == ""New York""]
    top_defaults = ny_companies.nlargest(6, ""default_amount"")[""default_amount""].tolist()
    return top_defaults
",list of (uint32),[],"[0.0, 50000.0, 25000.0, 100000.0, 35000.0, 10000.0]"
Is it true that the oldest movie (based on year) in the drama genre is from the USA?,Does the movie with the earliest year in the drama genre have USA as its country?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    drama_movies = dataset[dataset['genre'].str.contains('Drama', case=False, na=False)]
    earliest_drama_movie = drama_movies.loc[drama_movies['year'] == drama_movies['year'].min()]
    is_usa = earliest_drama_movie['country'].str.contains('USA', case=False, na=False).bool()
    
    return is_usa",bool,False,False
"Are all movies from the USA, with more than 80 minutes duration in the drama genre, in English?",Do all movies from the USA with a duration greater than 80 minutes belong to the drama genre and have English as their language?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    usa_movies = dataset[(dataset['country'] == 'USA') & (dataset['duration'] > 80)]
    all_drama_english = ((usa_movies['genre'] == 'Drama') & (usa_movies['language'] == 'English')).all()
    
    return all_drama_english",bool,False,False
Are all movies with votes greater than 90 from the USA in English?,"For all movies where the votes count exceeds 90, are they from the USA and have English as their language?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    high_vote_movies = dataset[dataset[""votes""] > 90]
    is_usa_english = ((high_vote_movies[""country""] == ""USA"") & (high_vote_movies[""language""] == ""English"")).all()
    
    return is_usa_english",bool,False,True
Is the average duration of English language movies from the USA longer than those from non-USA countries?,Is the mean duration of movies in English language produced in the USA greater than the mean duration of movies in English language produced in other countries?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter movies in English language produced in USA
    usa_english_movies = dataset[(dataset['language'] == 'English') & (dataset['country'] == 'USA')]
    # Filter movies in English language produced in other countries
    other_english_movies = dataset[(dataset['language'] == 'English') & (dataset['country'] != 'USA')]
    
    # Calculate mean durations
    mean_duration_usa = usa_english_movies['duration'].mean()
    mean_duration_other = other_english_movies['duration'].mean()
    
    # Compare the means
    is_usa_greater = mean_duration_usa > mean_duration_other
    
    return is_usa_greater
",bool,False,False
"How many movies from the USA, in the drama genre, have a metascore of 100?","What is the count of movies that are from the USA, belong to the drama genre, and have a metascore of 100?","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_movies = dataset[
        (dataset['country'] == 'USA') & 
        (dataset['genre'] == 'Drama') & 
        (dataset['metascore'] == 100.0)
    ]
    count = len(filtered_movies)
    
    return count",int64,1,6
"What is the average duration for movies in the drama genre, from the USA, in English?","Calculate the mean duration of movies that are in the drama genre, from the USA, and in English language.","def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[
        (dataset['genre'] == 'Drama') & 
        (dataset['country'] == 'USA') & 
        (dataset['language'] == 'English')
    ]
    mean_duration = filtered_data['duration'].mean()
    
    return mean_duration
",float64,94.53737900000000,96.07927000000000
What is the latest year for English language movies from the USA in the dataset?,What is the maximum year value for movies where the language is English and the country is USA?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[(dataset['language'] == 'English') & (dataset['country'] == 'USA')]
    max_year = filtered_data['year'].max()
    
    return max_year
",float64,2020.0,2020.0
How many unique languages are there in the dataset for movies from the USA?,What is the count of distinct languages present in the dataset for movies where the country is USA?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    usa_movies = dataset[dataset['country'] == 'USA']
    distinct_languages_count = usa_movies['language'].nunique()
    
    return distinct_languages_count",int64,650,650
What is the most common genre among English language movies from the USA with a metascore of 100?,Which genre appears most frequently in movies from the USA that are in English and have a metascore of 100?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    usa_english_movies = dataset[(dataset['country'] == 'USA') & (dataset['language'] == 'English') & (dataset['metascore'] == 100)]
    genre_counts = usa_english_movies['genre'].value_counts()
    most_frequent_genre = genre_counts.idxmax()
    
    return most_frequent_genre",string,"Mystery, Thriller","Adventure, Family, Fantasy"
What is the country of the English language movie with the longest duration?,Which country produced the English language film that has the highest duration value?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    english_films = dataset[dataset['language'] == 'English']
    max_duration_film = english_films.loc[english_films['duration'] == english_films['duration'].max()]
    country = max_duration_film['country'].iloc[0]
    
    return country",string,UK,Argentina
What is the language of the movie from the USA with the highest metascore?,What is the language of the film produced in the USA that has the maximum metascore value?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    usa_films = dataset[dataset['country'] == 'USA']
    max_metascore_film = usa_films.loc[usa_films['metascore'] == usa_films['metascore'].max()]
    language = max_metascore_film['language'].iloc[0]
    
    return language
",string,English,English
What is the genre of the English language movie from the USA with the most votes?,Which genre does the English language movie from the USA with the highest number of votes belong to?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter for English language movies from the USA
    filtered = dataset[(dataset['language'] == 'English') & (dataset['country'] == 'USA')]
    # Find the movie with the highest number of votes
    max_votes_movie = filtered.loc[filtered['votes'] == filtered['votes'].max()]
    # Get the genre of that movie
    genre = max_votes_movie['genre'].iloc[0]
    
    return genre",string,Drama,Drama
What are the top 3 genres among English language movies from the USA with a metascore of 100?,Which three genres appear most frequently in movies from the USA that are in English and have a metascore of 100?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[
        (dataset['country'] == 'USA') & 
        (dataset['language'] == 'English') & 
        (dataset['metascore'] == 100)
    ]
    genre_counts = filtered_data['genre'].value_counts()
    top_3_genres = genre_counts.head(3).index.tolist()
    
    return top_3_genres",list of (string),"['Mystery, Thriller', 'Mystery, Romance, Thriller', 'Drama, Film-Noir']","['Adventure, Family, Fantasy', 'Drama, Mystery', 'Drama, Romance, War']"
What are the 5 most common countries among English language movies with a year earlier than 2000?,Which 5 countries appear most frequently in movies that are in English and released before the year 2000?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    filtered_data = dataset[(dataset['language'] == 'English') & (dataset['year'] < 2000)]
    country_counts = filtered_data['country'].value_counts().head(5)
    top_countries = country_counts.index.tolist()
    
    return top_countries",list of (string),"['USA', 'UK', 'Canada', 'UK, USA', 'Australia']","['USA', 'UK', 'Canada', 'UK, USA', 'Australia']"
What are the top 4 languages among movies from the USA with a duration greater than 180 minutes?,Which four languages appear most frequently in movies that are from the USA and have a duration exceeding 180 minutes?,"def answer_question(dataset, datasetTableSchema, question, expectedAnswerType):
    # Filter movies from USA with duration > 180 minutes
    filtered_movies = dataset[(dataset['country'] == 'USA') & (dataset['duration'] > 180)]
    # Count language occurrences and get top 4
    top_languages = filtered_movies['language'].value_counts().head(4).index.tolist()
    return top_languages",list of (string),"['English', 'English, Spanish', 'English, French', 'English, Mandarin']","['English', 'English, Spanish', 'English, Russian', 'English, Hungarian']"
